class,acc,precision,recall,f1
conservative,0.6788321167883211,0.6595744680851063,0.6788321167883211,0.6690647482014388
dressy,0.9111111111111111,0.984,0.9111111111111111,0.9461538461538462
ethnic,0.8992248062015504,0.7837837837837838,0.8992248062015504,0.8375451263537905
fairy,0.9230769230769231,0.9565217391304348,0.9230769230769231,0.9395017793594307
feminine,0.6528925619834711,0.7247706422018348,0.6528925619834711,0.6869565217391305
gal,0.7972027972027972,0.76,0.7972027972027972,0.7781569965870307
girlish,0.6686746987951807,0.5091743119266054,0.6686746987951807,0.5781249999999999
kireime-casual,0.5949367088607594,0.6962962962962963,0.5949367088607594,0.6416382252559727
lolita,0.9625,0.9447852760736196,0.9625,0.9535603715170279
mode,0.8113207547169812,0.7962962962962963,0.8113207547169812,0.8037383177570094
natural,0.7286821705426356,0.8623853211009175,0.7286821705426356,0.7899159663865546
retro,0.7401574803149606,0.706766917293233,0.7401574803149606,0.7230769230769232
rock,0.6528925619834711,0.8061224489795918,0.6528925619834711,0.7214611872146119
street,0.8051948051948052,0.8104575163398693,0.8051948051948052,0.8078175895765473
