class,acc,precision,recall,f1
conservative,0.7898550724637681,0.6337209302325582,0.7898550724637681,0.7032258064516128
dressy,0.9253731343283582,0.9465648854961832,0.9253731343283582,0.9358490566037737
ethnic,0.7984496124031008,0.8442622950819673,0.7984496124031008,0.8207171314741036
fairy,0.8951048951048951,0.9624060150375939,0.8951048951048951,0.927536231884058
feminine,0.6363636363636364,0.8461538461538461,0.6363636363636364,0.7264150943396226
gal,0.8111888111888111,0.7341772151898734,0.8111888111888111,0.770764119601329
girlish,0.6626506024096386,0.5851063829787234,0.6626506024096386,0.6214689265536724
kireime-casual,0.569620253164557,0.6617647058823529,0.569620253164557,0.6122448979591837
lolita,0.95,0.9681528662420382,0.95,0.9589905362776026
mode,0.9119496855345912,0.6277056277056277,0.9119496855345912,0.7435897435897436
natural,0.6744186046511628,0.8787878787878788,0.6744186046511628,0.7631578947368421
retro,0.7165354330708661,0.6642335766423357,0.7165354330708661,0.6893939393939394
rock,0.5950413223140496,0.9113924050632911,0.5950413223140496,0.72
street,0.8376623376623377,0.8716216216216216,0.8376623376623377,0.8543046357615893
