class,acc,precision,recall,f1
conservative,0.7681159420289855,0.6625,0.7681159420289855,0.7114093959731543
dressy,0.9626865671641791,0.8775510204081632,0.9626865671641791,0.9181494661921707
ethnic,0.6511627906976745,0.9438202247191011,0.6511627906976745,0.7706422018348624
fairy,0.9513888888888888,0.958041958041958,0.9513888888888888,0.9547038327526133
feminine,0.9008264462809917,0.6055555555555555,0.9008264462809917,0.7242524916943521
gal,0.7622377622377622,0.7898550724637681,0.7622377622377622,0.7758007117437722
girlish,0.463855421686747,0.7,0.463855421686747,0.5579710144927535
kireime-casual,0.7151898734177216,0.6569767441860465,0.7151898734177216,0.6848484848484847
lolita,0.949685534591195,0.9741935483870968,0.949685534591195,0.961783439490446
mode,0.6981132075471698,0.7816901408450704,0.6981132075471698,0.7375415282392027
natural,0.7286821705426356,0.8245614035087719,0.7286821705426356,0.7736625514403292
retro,0.7007874015748031,0.7063492063492064,0.7007874015748031,0.7035573122529645
rock,0.8677685950413223,0.695364238410596,0.8677685950413223,0.7720588235294118
street,0.8311688311688312,0.8258064516129032,0.8311688311688312,0.8284789644012944
