class,acc,precision,recall,f1
conservative,0.7391304347826086,0.6144578313253012,0.7391304347826086,0.6710526315789473
dressy,0.9328358208955224,0.946969696969697,0.9328358208955224,0.9398496240601504
ethnic,0.7364341085271318,0.8407079646017699,0.7364341085271318,0.7851239669421488
fairy,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9305555555555556
feminine,0.6776859504132231,0.6456692913385826,0.6776859504132231,0.6612903225806451
gal,0.7132867132867133,0.8292682926829268,0.7132867132867133,0.7669172932330828
girlish,0.6265060240963856,0.6046511627906976,0.6265060240963856,0.6153846153846154
kireime-casual,0.6582278481012658,0.6303030303030303,0.6582278481012658,0.6439628482972135
lolita,0.95,0.9440993788819876,0.95,0.9470404984423676
mode,0.7672955974842768,0.7721518987341772,0.7672955974842768,0.7697160883280757
natural,0.6124031007751938,0.9186046511627907,0.6124031007751938,0.7348837209302325
retro,0.7244094488188977,0.6917293233082706,0.7244094488188977,0.7076923076923076
rock,0.8429752066115702,0.723404255319149,0.8429752066115702,0.7786259541984732
street,0.8562091503267973,0.8136645962732919,0.8562091503267973,0.8343949044585988
