class,acc,precision,recall,f1
conservative,0.7591240875912408,0.7703703703703704,0.7591240875912408,0.7647058823529412
dressy,0.9703703703703703,0.9492753623188406,0.9703703703703703,0.9597069597069596
ethnic,0.9069767441860465,0.8666666666666667,0.9069767441860465,0.8863636363636364
fairy,0.972027972027972,0.952054794520548,0.972027972027972,0.9619377162629758
feminine,0.8016528925619835,0.7348484848484849,0.8016528925619835,0.766798418972332
gal,0.9090909090909091,0.8609271523178808,0.9090909090909091,0.8843537414965985
girlish,0.6927710843373494,0.696969696969697,0.6927710843373494,0.6948640483383686
kireime-casual,0.7341772151898734,0.703030303030303,0.7341772151898734,0.718266253869969
lolita,0.94375,0.9869281045751634,0.94375,0.9648562300319489
mode,0.8805031446540881,0.8695652173913043,0.8805031446540881,0.8749999999999999
natural,0.8527131782945736,0.9401709401709402,0.8527131782945736,0.8943089430894308
retro,0.8267716535433071,0.8974358974358975,0.8267716535433071,0.8606557377049181
rock,0.7933884297520661,0.8888888888888888,0.7933884297520661,0.8384279475982533
street,0.922077922077922,0.8930817610062893,0.922077922077922,0.9073482428115016
