class,acc,precision,recall,f1
conservative,0.6811594202898551,0.7580645161290323,0.6811594202898551,0.7175572519083969
dressy,0.8880597014925373,0.9834710743801653,0.8880597014925373,0.9333333333333333
ethnic,0.8604651162790697,0.8102189781021898,0.8604651162790697,0.8345864661654135
fairy,0.986013986013986,0.9096774193548387,0.986013986013986,0.9463087248322147
feminine,0.6859504132231405,0.9021739130434783,0.6859504132231405,0.7793427230046949
gal,0.8741258741258742,0.8561643835616438,0.8741258741258742,0.8650519031141869
girlish,0.6987951807228916,0.6946107784431138,0.6987951807228916,0.6966966966966966
kireime-casual,0.689873417721519,0.6646341463414634,0.689873417721519,0.6770186335403726
lolita,0.93125,0.9738562091503268,0.93125,0.952076677316294
mode,0.779874213836478,0.7654320987654321,0.779874213836478,0.7725856697819314
natural,0.8527131782945736,0.8208955223880597,0.8527131782945736,0.8365019011406845
retro,0.7480314960629921,0.7851239669421488,0.7480314960629921,0.7661290322580645
rock,0.9504132231404959,0.696969696969697,0.9504132231404959,0.8041958041958042
street,0.8571428571428571,0.9361702127659575,0.8571428571428571,0.8949152542372881
