class,acc,precision,recall,f1
conservative,0.5072463768115942,0.48951048951048953,0.5072463768115942,0.498220640569395
dressy,0.9029850746268657,0.8013245033112583,0.9029850746268657,0.849122807017544
ethnic,0.6356589147286822,0.7454545454545455,0.6356589147286822,0.6861924686192469
fairy,0.875,0.84,0.875,0.8571428571428572
feminine,0.5619834710743802,0.4121212121212121,0.5619834710743802,0.4755244755244755
gal,0.5454545454545454,0.5571428571428572,0.5454545454545454,0.5512367491166078
girlish,0.43373493975903615,0.4528301886792453,0.43373493975903615,0.44307692307692315
kireime-casual,0.46835443037974683,0.556390977443609,0.46835443037974683,0.5085910652920962
lolita,0.83125,0.8926174496644296,0.83125,0.8608414239482202
mode,0.6855345911949685,0.5989010989010989,0.6855345911949685,0.6392961876832844
natural,0.3488372093023256,0.7377049180327869,0.3488372093023256,0.4736842105263158
retro,0.6456692913385826,0.43617021276595747,0.6456692913385826,0.5206349206349207
rock,0.512396694214876,0.7380952380952381,0.512396694214876,0.6048780487804878
street,0.6862745098039216,0.6287425149700598,0.6862745098039216,0.65625
