class,acc,precision,recall,f1
conservative,0.6231884057971014,0.7543859649122807,0.6231884057971014,0.6825396825396826
dressy,0.917910447761194,0.968503937007874,0.917910447761194,0.9425287356321839
ethnic,0.7596899224806202,0.8235294117647058,0.7596899224806202,0.7903225806451613
fairy,0.8741258741258742,0.9057971014492754,0.8741258741258742,0.8896797153024912
feminine,0.7272727272727273,0.7213114754098361,0.7272727272727273,0.7242798353909464
gal,0.6853146853146853,0.8032786885245902,0.6853146853146853,0.739622641509434
girlish,0.5783132530120482,0.5925925925925926,0.5783132530120482,0.5853658536585366
kireime-casual,0.7151898734177216,0.5947368421052631,0.7151898734177216,0.6494252873563218
lolita,0.93125,0.9738562091503268,0.93125,0.952076677316294
mode,0.7735849056603774,0.76875,0.7735849056603774,0.7711598746081505
natural,0.7286821705426356,0.746031746031746,0.7286821705426356,0.7372549019607844
retro,0.7086614173228346,0.6382978723404256,0.7086614173228346,0.6716417910447762
rock,0.7520661157024794,0.8125,0.7520661157024794,0.7811158798283263
street,0.8831168831168831,0.6938775510204082,0.8831168831168831,0.7771428571428571
