class,acc,precision,recall,f1
conservative,0.7753623188405797,0.7328767123287672,0.7753623188405797,0.7535211267605635
dressy,0.9402985074626866,0.9767441860465116,0.9402985074626866,0.9581749049429658
ethnic,0.8062015503875969,0.9285714285714286,0.8062015503875969,0.8630705394190872
fairy,0.9166666666666666,0.9635036496350365,0.9166666666666666,0.9395017793594307
feminine,0.8677685950413223,0.7046979865771812,0.8677685950413223,0.7777777777777777
gal,0.8671328671328671,0.8,0.8671328671328671,0.832214765100671
girlish,0.6445783132530121,0.7642857142857142,0.6445783132530121,0.6993464052287581
kireime-casual,0.6708860759493671,0.7464788732394366,0.6708860759493671,0.7066666666666667
lolita,0.9811320754716981,0.9230769230769231,0.9811320754716981,0.9512195121951219
mode,0.8113207547169812,0.8486842105263158,0.8113207547169812,0.8295819935691319
natural,0.8604651162790697,0.7928571428571428,0.8604651162790697,0.8252788104089218
retro,0.7795275590551181,0.8319327731092437,0.7795275590551181,0.8048780487804877
rock,0.8925619834710744,0.7769784172661871,0.8925619834710744,0.8307692307692307
street,0.922077922077922,0.9281045751633987,0.922077922077922,0.9250814332247557
