class,acc,precision,recall,f1
conservative,0.5652173913043478,0.3023255813953488,0.5652173913043478,0.3939393939393939
dressy,0.8518518518518519,0.5778894472361809,0.8518518518518519,0.688622754491018
ethnic,0.11627906976744186,0.2830188679245283,0.11627906976744186,0.16483516483516483
fairy,0.5664335664335665,0.5094339622641509,0.5664335664335665,0.5364238410596026
feminine,0.1487603305785124,0.29508196721311475,0.1487603305785124,0.1978021978021978
gal,0.06293706293706294,0.1836734693877551,0.06293706293706294,0.09375
girlish,0.05421686746987952,0.32142857142857145,0.05421686746987952,0.09278350515463918
kireime-casual,0.47468354430379744,0.2640845070422535,0.47468354430379744,0.3393665158371041
lolita,0.5031446540880503,0.54421768707483,0.5031446540880503,0.5228758169934641
mode,0.5283018867924528,0.35443037974683544,0.5283018867924528,0.42424242424242425
natural,0.1937984496124031,0.29069767441860467,0.1937984496124031,0.23255813953488372
retro,0.13385826771653545,0.3953488372093023,0.13385826771653545,0.2
rock,0.39669421487603307,0.2874251497005988,0.39669421487603307,0.3333333333333333
street,0.5194805194805194,0.3791469194312796,0.5194805194805194,0.4383561643835616
