class,acc,precision,recall,f1
conservative,0.6715328467153284,0.7419354838709677,0.6715328467153284,0.7049808429118775
dressy,0.9481481481481482,0.9552238805970149,0.9481481481481482,0.9516728624535316
ethnic,0.7984496124031008,0.7744360902255639,0.7984496124031008,0.7862595419847329
fairy,0.9440559440559441,0.9375,0.9440559440559441,0.9407665505226481
feminine,0.7603305785123967,0.7666666666666667,0.7603305785123967,0.7634854771784233
gal,0.7412587412587412,0.8760330578512396,0.7412587412587412,0.803030303030303
girlish,0.6807228915662651,0.6569767441860465,0.6807228915662651,0.668639053254438
kireime-casual,0.7278481012658228,0.6353591160220995,0.7278481012658228,0.6784660766961652
lolita,0.8805031446540881,0.9859154929577465,0.8805031446540881,0.9302325581395349
mode,0.7421383647798742,0.7972972972972973,0.7421383647798742,0.7687296416938111
natural,0.8682170542635659,0.7417218543046358,0.8682170542635659,0.8
retro,0.6929133858267716,0.8627450980392157,0.6929133858267716,0.7685589519650654
rock,0.9098360655737705,0.6646706586826348,0.9098360655737705,0.7681660899653979
street,0.7857142857142857,0.8461538461538461,0.7857142857142857,0.8148148148148148
