class,acc,precision,recall,f1
conservative,0.8321167883211679,0.7702702702702703,0.8321167883211679,0.8
dressy,0.9481481481481482,0.9846153846153847,0.9481481481481482,0.9660377358490566
ethnic,0.937984496124031,0.8642857142857143,0.937984496124031,0.8996282527881042
fairy,0.958041958041958,0.8954248366013072,0.958041958041958,0.9256756756756757
feminine,0.8181818181818182,0.7674418604651163,0.8181818181818182,0.792
gal,0.8601398601398601,0.8424657534246576,0.8601398601398601,0.85121107266436
girlish,0.6445783132530121,0.7867647058823529,0.6445783132530121,0.7086092715231789
kireime-casual,0.7025316455696202,0.8102189781021898,0.7025316455696202,0.752542372881356
lolita,0.9125,0.954248366013072,0.9125,0.9329073482428115
mode,0.8238993710691824,0.8791946308724832,0.8238993710691824,0.8506493506493507
natural,0.8604651162790697,0.8409090909090909,0.8604651162790697,0.8505747126436781
retro,0.889763779527559,0.7533333333333333,0.889763779527559,0.815884476534296
rock,0.8760330578512396,0.7910447761194029,0.8760330578512396,0.8313725490196078
street,0.8766233766233766,0.9310344827586207,0.8766233766233766,0.9030100334448159
