class,acc,precision,recall,f1
conservative,0.7372262773722628,0.6917808219178082,0.7372262773722628,0.7137809187279152
dressy,0.9407407407407408,0.9769230769230769,0.9407407407407408,0.9584905660377359
ethnic,0.8449612403100775,0.8515625,0.8449612403100775,0.8482490272373541
fairy,0.958041958041958,0.9256756756756757,0.958041958041958,0.9415807560137457
feminine,0.8264462809917356,0.7194244604316546,0.8264462809917356,0.7692307692307693
gal,0.8111888111888111,0.8923076923076924,0.8111888111888111,0.8498168498168498
girlish,0.6987951807228916,0.7581699346405228,0.6987951807228916,0.7272727272727273
kireime-casual,0.7721518987341772,0.6931818181818182,0.7721518987341772,0.7305389221556886
lolita,0.9371069182389937,0.9933333333333333,0.9371069182389937,0.9644012944983819
mode,0.8301886792452831,0.8627450980392157,0.8301886792452831,0.8461538461538461
natural,0.8372093023255814,0.8059701492537313,0.8372093023255814,0.8212927756653993
retro,0.7637795275590551,0.8584070796460177,0.7637795275590551,0.8083333333333333
rock,0.9590163934426229,0.78,0.9590163934426229,0.8602941176470589
street,0.8311688311688312,0.9696969696969697,0.8311688311688312,0.8951048951048951
