class,acc,precision,recall,f1
conservative,0.8102189781021898,0.7655172413793103,0.8102189781021898,0.7872340425531915
dressy,0.9777777777777777,0.9230769230769231,0.9777777777777777,0.9496402877697842
ethnic,0.875968992248062,0.8828125,0.875968992248062,0.8793774319066148
fairy,0.9300699300699301,0.9568345323741008,0.9300699300699301,0.9432624113475178
feminine,0.8347107438016529,0.6733333333333333,0.8347107438016529,0.7453874538745388
gal,0.8671328671328671,0.8211920529801324,0.8671328671328671,0.8435374149659864
girlish,0.5903614457831325,0.6950354609929078,0.5903614457831325,0.6384364820846905
kireime-casual,0.7025316455696202,0.75,0.7025316455696202,0.7254901960784313
lolita,0.94375,0.967948717948718,0.94375,0.9556962025316456
mode,0.8364779874213837,0.8580645161290322,0.8364779874213837,0.8471337579617835
natural,0.8527131782945736,0.8527131782945736,0.8527131782945736,0.8527131782945736
retro,0.7874015748031497,0.8547008547008547,0.7874015748031497,0.819672131147541
rock,0.8925619834710744,0.7941176470588235,0.8925619834710744,0.8404669260700389
street,0.8636363636363636,0.9236111111111112,0.8636363636363636,0.8926174496644296
