class,acc,precision,recall,f1
conservative,0.7664233576642335,0.7191780821917808,0.7664233576642335,0.7420494699646644
dressy,0.9407407407407408,0.9621212121212122,0.9407407407407408,0.951310861423221
ethnic,0.9069767441860465,0.7358490566037735,0.9069767441860465,0.8124999999999999
fairy,0.986013986013986,0.8980891719745223,0.986013986013986,0.9400000000000001
feminine,0.6611570247933884,0.8247422680412371,0.6611570247933884,0.7339449541284403
gal,0.8111888111888111,0.8111888111888111,0.8111888111888111,0.8111888111888111
girlish,0.4939759036144578,0.640625,0.4939759036144578,0.5578231292517006
kireime-casual,0.6645569620253164,0.6687898089171974,0.6645569620253164,0.6666666666666666
lolita,0.85625,0.9927536231884058,0.85625,0.9194630872483222
mode,0.7232704402515723,0.8712121212121212,0.7232704402515723,0.7903780068728521
natural,0.8372093023255814,0.72,0.8372093023255814,0.7741935483870969
retro,0.7559055118110236,0.6713286713286714,0.7559055118110236,0.7111111111111111
rock,0.8677685950413223,0.6862745098039216,0.8677685950413223,0.7664233576642336
street,0.8246753246753247,0.8639455782312925,0.8246753246753247,0.8438538205980065
