class,acc,precision,recall,f1
conservative,0.8115942028985508,0.7832167832167832,0.8115942028985508,0.7971530249110319
dressy,0.9703703703703703,0.9492753623188406,0.9703703703703703,0.9597069597069596
ethnic,0.7674418604651163,0.9,0.7674418604651163,0.8284518828451884
fairy,0.9020979020979021,0.9214285714285714,0.9020979020979021,0.911660777385159
feminine,0.8429752066115702,0.7285714285714285,0.8429752066115702,0.7816091954022988
gal,0.8181818181818182,0.8863636363636364,0.8181818181818182,0.850909090909091
girlish,0.6987951807228916,0.7295597484276729,0.6987951807228916,0.7138461538461537
kireime-casual,0.7215189873417721,0.7450980392156863,0.7215189873417721,0.7331189710610932
lolita,0.975,0.9230769230769231,0.975,0.9483282674772037
mode,0.8113207547169812,0.8431372549019608,0.8113207547169812,0.826923076923077
natural,0.8527131782945736,0.8208955223880597,0.8527131782945736,0.8365019011406843
retro,0.8188976377952756,0.7938931297709924,0.8188976377952756,0.8062015503875969
rock,0.9008264462809917,0.7785714285714286,0.9008264462809917,0.8352490421455938
street,0.8366013071895425,0.9142857142857143,0.8366013071895425,0.8737201365187712
