class,acc,precision,recall,f1
conservative,0.7608695652173914,0.7777777777777778,0.7608695652173914,0.7692307692307693
dressy,0.9776119402985075,0.9632352941176471,0.9776119402985075,0.9703703703703703
ethnic,0.9224806201550387,0.8095238095238095,0.9224806201550387,0.8623188405797101
fairy,0.9440559440559441,0.9246575342465754,0.9440559440559441,0.9342560553633218
feminine,0.743801652892562,0.8823529411764706,0.743801652892562,0.8071748878923767
gal,0.8601398601398601,0.825503355704698,0.8601398601398601,0.8424657534246576
girlish,0.572289156626506,0.8189655172413793,0.572289156626506,0.6737588652482269
kireime-casual,0.7848101265822784,0.7005649717514124,0.7848101265822784,0.7402985074626866
lolita,0.95625,0.9503105590062112,0.95625,0.9532710280373832
mode,0.8301886792452831,0.8148148148148148,0.8301886792452831,0.8224299065420562
natural,0.8992248062015504,0.8111888111888111,0.8992248062015504,0.8529411764705883
retro,0.7795275590551181,0.8461538461538461,0.7795275590551181,0.8114754098360655
rock,0.8016528925619835,0.782258064516129,0.8016528925619835,0.7918367346938776
street,0.9090909090909091,0.8383233532934131,0.9090909090909091,0.8722741433021806
