class,acc,precision,recall,f1
conservative,0.9057971014492754,0.7668711656441718,0.9057971014492754,0.8305647840531561
dressy,0.9629629629629629,0.9558823529411765,0.9629629629629629,0.959409594095941
ethnic,0.7674418604651163,0.9166666666666666,0.7674418604651163,0.8354430379746836
fairy,0.9440559440559441,0.9121621621621622,0.9440559440559441,0.9278350515463918
feminine,0.7933884297520661,0.8275862068965517,0.7933884297520661,0.810126582278481
gal,0.8671328671328671,0.8211920529801324,0.8671328671328671,0.8435374149659864
girlish,0.7048192771084337,0.7597402597402597,0.7048192771084337,0.73125
kireime-casual,0.6329113924050633,0.7874015748031497,0.6329113924050633,0.7017543859649122
lolita,0.89375,0.9930555555555556,0.89375,0.9407894736842105
mode,0.8553459119496856,0.8395061728395061,0.8553459119496856,0.8473520249221184
natural,0.9069767441860465,0.8125,0.9069767441860465,0.8571428571428571
retro,0.8503937007874016,0.7659574468085106,0.8503937007874016,0.8059701492537313
rock,0.8842975206611571,0.8842975206611571,0.8842975206611571,0.8842975206611571
street,0.9411764705882353,0.8622754491017964,0.9411764705882353,0.9
