class,acc,precision,recall,f1
conservative,0.463768115942029,0.45714285714285713,0.463768115942029,0.460431654676259
dressy,0.7761194029850746,0.8253968253968254,0.7761194029850746,0.8
ethnic,0.5271317829457365,0.7083333333333334,0.5271317829457365,0.6044444444444445
fairy,0.8251748251748252,0.8939393939393939,0.8251748251748252,0.8581818181818182
feminine,0.6198347107438017,0.4601226993865031,0.6198347107438017,0.5281690140845071
gal,0.46853146853146854,0.6633663366336634,0.46853146853146854,0.5491803278688525
girlish,0.5421686746987951,0.40540540540540543,0.5421686746987951,0.46391752577319595
kireime-casual,0.620253164556962,0.49746192893401014,0.620253164556962,0.5521126760563381
lolita,0.90625,0.8055555555555556,0.90625,0.8529411764705882
mode,0.6666666666666666,0.6424242424242425,0.6666666666666666,0.654320987654321
natural,0.3798449612403101,0.6901408450704225,0.3798449612403101,0.49
retro,0.3858267716535433,0.532608695652174,0.3858267716535433,0.4474885844748858
rock,0.6694214876033058,0.5912408759124088,0.6694214876033058,0.627906976744186
street,0.6233766233766234,0.6,0.6233766233766234,0.6114649681528662
