class,acc,precision,recall,f1
conservative,0.8840579710144928,0.782051282051282,0.8840579710144928,0.8299319727891156
dressy,0.9552238805970149,0.9770992366412213,0.9552238805970149,0.9660377358490565
ethnic,0.8604651162790697,0.940677966101695,0.8604651162790697,0.8987854251012146
fairy,0.9305555555555556,0.8874172185430463,0.9305555555555556,0.9084745762711864
feminine,0.8429752066115702,0.7083333333333334,0.8429752066115702,0.7698113207547169
gal,0.8461538461538461,0.7857142857142857,0.8461538461538461,0.8148148148148148
girlish,0.6807228915662651,0.7243589743589743,0.6807228915662651,0.7018633540372671
kireime-casual,0.7025316455696202,0.7708333333333334,0.7025316455696202,0.7350993377483445
lolita,0.8875,0.9102564102564102,0.8875,0.8987341772151898
mode,0.89937106918239,0.8265895953757225,0.89937106918239,0.8614457831325302
natural,0.8062015503875969,0.8,0.8062015503875969,0.8030888030888031
retro,0.7322834645669292,0.8691588785046729,0.7322834645669292,0.7948717948717949
rock,0.7851239669421488,0.8482142857142857,0.7851239669421488,0.815450643776824
street,0.8496732026143791,0.8666666666666667,0.8496732026143791,0.858085808580858
