class,acc,precision,recall,f1
conservative,0.391304347826087,0.34394904458598724,0.391304347826087,0.3661016949152542
dressy,0.7037037037037037,0.8796296296296297,0.7037037037037037,0.7818930041152263
ethnic,0.5038759689922481,0.5803571428571429,0.5038759689922481,0.5394190871369295
fairy,0.7762237762237763,0.8740157480314961,0.7762237762237763,0.8222222222222223
feminine,0.4049586776859504,0.5444444444444444,0.4049586776859504,0.4644549763033175
gal,0.5384615384615384,0.5968992248062015,0.5384615384615384,0.5661764705882353
girlish,0.4457831325301205,0.3557692307692308,0.4457831325301205,0.3957219251336898
kireime-casual,0.4936708860759494,0.527027027027027,0.4936708860759494,0.5098039215686275
lolita,0.6729559748427673,0.8106060606060606,0.6729559748427673,0.7353951890034363
mode,0.6666666666666666,0.5096153846153846,0.6666666666666666,0.5776566757493188
natural,0.6201550387596899,0.6666666666666666,0.6201550387596899,0.6425702811244979
retro,0.5433070866141733,0.46621621621621623,0.5433070866141733,0.5018181818181818
rock,0.7272727272727273,0.55,0.7272727272727273,0.6263345195729537
street,0.538961038961039,0.6148148148148148,0.538961038961039,0.5743944636678201
