class,acc,precision,recall,f1
conservative,0.8405797101449275,0.7945205479452054,0.8405797101449275,0.8169014084507042
dressy,0.9626865671641791,1.0,0.9626865671641791,0.9809885931558935
ethnic,0.8682170542635659,0.896,0.8682170542635659,0.8818897637795274
fairy,0.9444444444444444,0.9315068493150684,0.9444444444444444,0.9379310344827586
feminine,0.8264462809917356,0.8333333333333334,0.8264462809917356,0.8298755186721992
gal,0.8391608391608392,0.821917808219178,0.8391608391608392,0.8304498269896193
girlish,0.6746987951807228,0.8115942028985508,0.6746987951807228,0.7368421052631579
kireime-casual,0.7721518987341772,0.7672955974842768,0.7721518987341772,0.7697160883280757
lolita,0.96875,0.9226190476190477,0.96875,0.9451219512195123
mode,0.8616352201257862,0.8670886075949367,0.8616352201257862,0.8643533123028392
natural,0.8604651162790697,0.8102189781021898,0.8604651162790697,0.8345864661654135
retro,0.8582677165354331,0.8650793650793651,0.8582677165354331,0.8616600790513834
rock,0.859504132231405,0.7591240875912408,0.859504132231405,0.8062015503875969
street,0.8627450980392157,0.8979591836734694,0.8627450980392157,0.8799999999999999
