class,acc,precision,recall,f1
conservative,0.5072463768115942,0.39325842696629215,0.5072463768115942,0.4430379746835443
dressy,0.6666666666666666,0.9375,0.6666666666666666,0.7792207792207793
ethnic,0.4496124031007752,0.6666666666666666,0.4496124031007752,0.5370370370370371
fairy,0.8741258741258742,0.7267441860465116,0.8741258741258742,0.7936507936507936
feminine,0.4214876033057851,0.5930232558139535,0.4214876033057851,0.4927536231884058
gal,0.6293706293706294,0.5325443786982249,0.6293706293706294,0.576923076923077
girlish,0.6325301204819277,0.3153153153153153,0.6325301204819277,0.42084168336673344
kireime-casual,0.44936708860759494,0.48299319727891155,0.44936708860759494,0.46557377049180326
lolita,0.69375,0.8409090909090909,0.69375,0.7602739726027398
mode,0.6729559748427673,0.5879120879120879,0.6729559748427673,0.6275659824046921
natural,0.40310077519379844,0.7027027027027027,0.40310077519379844,0.5123152709359606
retro,0.3700787401574803,0.3821138211382114,0.3700787401574803,0.37600000000000006
rock,0.5206611570247934,0.6176470588235294,0.5206611570247934,0.5650224215246638
street,0.41830065359477125,0.6336633663366337,0.41830065359477125,0.5039370078740157
