class,acc,precision,recall,f1
conservative,0.8695652173913043,0.7792207792207793,0.8695652173913043,0.821917808219178
dressy,0.9776119402985075,0.9225352112676056,0.9776119402985075,0.9492753623188406
ethnic,0.8604651162790697,0.8951612903225806,0.8604651162790697,0.8774703557312253
fairy,0.9305555555555556,0.9640287769784173,0.9305555555555556,0.9469964664310954
feminine,0.6611570247933884,0.8421052631578947,0.6611570247933884,0.7407407407407407
gal,0.8181818181818182,0.8297872340425532,0.8181818181818182,0.823943661971831
girlish,0.6867469879518072,0.7702702702702703,0.6867469879518072,0.7261146496815286
kireime-casual,0.759493670886076,0.7453416149068323,0.759493670886076,0.7523510971786834
lolita,0.94375,0.9096385542168675,0.94375,0.9263803680981595
mode,0.8113207547169812,0.7962962962962963,0.8113207547169812,0.8037383177570093
natural,0.8992248062015504,0.7837837837837838,0.8992248062015504,0.8375451263537906
retro,0.7795275590551181,0.8389830508474576,0.7795275590551181,0.8081632653061225
rock,0.8429752066115702,0.7846153846153846,0.8429752066115702,0.8127490039840638
street,0.8888888888888888,0.8831168831168831,0.8888888888888888,0.8859934853420195
