merge_key,style,rel_path,clip_similarity
dataset/retro/retro_816.jpg,retro,dataset/retro/retro_816.jpg,0.25633907
dataset/natural/natural_523.jpg,natural,dataset/natural/natural_523.jpg,0.2520609
dataset/rock/rock_785.png,rock,dataset/rock/rock_785.png,0.30547035
dataset/dressy/dressy_558.jpg,dressy,dataset/dressy/dressy_558.jpg,0.28110352
dataset/kireime-casual/kireime-casual_672.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_672.jpg,0.3266737
dataset/kireime-casual/kireime-casual_947.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_947.jpg,0.3073876
dataset/fairy/fairy_90.png,fairy,dataset/fairy/fairy_90.png,0.33297026
dataset/mode/mode_458.jpg,mode,dataset/mode/mode_458.jpg,0.29162642
dataset/girlish/girlish_118.jpg,girlish,dataset/girlish/girlish_118.jpg,0.2950729
dataset/ethnic/ethnic_155.jpg,ethnic,dataset/ethnic/ethnic_155.jpg,0.28588834
dataset/conservative/conservative_556.jpg,conservative,dataset/conservative/conservative_556.jpg,0.32407504
dataset/gal/gal_551.jpg,gal,dataset/gal/gal_551.jpg,0.24898744
dataset/dressy/dressy_728.jpg,dressy,dataset/dressy/dressy_728.jpg,0.30723837
dataset/girlish/girlish_281.jpg,girlish,dataset/girlish/girlish_281.jpg,0.33610502
dataset/feminine/feminine_815.jpg,feminine,dataset/feminine/feminine_815.jpg,0.27183086
dataset/mode/mode_346.jpg,mode,dataset/mode/mode_346.jpg,0.31456906
dataset/dressy/dressy_28.jpg,dressy,dataset/dressy/dressy_28.jpg,0.29005763
dataset/ethnic/ethnic_640.jpg,ethnic,dataset/ethnic/ethnic_640.jpg,0.31261936
dataset/fairy/fairy_545.jpg,fairy,dataset/fairy/fairy_545.jpg,0.31985277
dataset/conservative/conservative_335.jpeg,conservative,dataset/conservative/conservative_335.jpeg,0.2738014
dataset/girlish/girlish_33.jpg,girlish,dataset/girlish/girlish_33.jpg,0.32521635
dataset/kireime-casual/kireime-casual_1046.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_1046.jpg,0.2975273
dataset/girlish/girlish_272.jpg,girlish,dataset/girlish/girlish_272.jpg,0.30144367
dataset/mode/mode_1056.jpg,mode,dataset/mode/mode_1056.jpg,0.3072489
dataset/conservative/conservative_737.jpg,conservative,dataset/conservative/conservative_737.jpg,0.23307753
dataset/gal/gal_868.jpg,gal,dataset/gal/gal_868.jpg,0.28955007
dataset/kireime-casual/kireime-casual_464.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_464.jpg,0.34892774
dataset/lolita/lolita_471.jpg,lolita,dataset/lolita/lolita_471.jpg,0.29157615
dataset/retro/retro_508.jpg,retro,dataset/retro/retro_508.jpg,0.28139126
dataset/natural/natural_812.jpg,natural,dataset/natural/natural_812.jpg,0.26860565
dataset/feminine/feminine_388.jpg,feminine,dataset/feminine/feminine_388.jpg,0.2872432
dataset/feminine/feminine_85.jpg,feminine,dataset/feminine/feminine_85.jpg,0.32040155
dataset/kireime-casual/kireime-casual_215.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_215.jpg,0.3196322
dataset/gal/gal_343.jpg,gal,dataset/gal/gal_343.jpg,0.31432092
dataset/lolita/lolita_479.jpg,lolita,dataset/lolita/lolita_479.jpg,0.30353734
dataset/street/street_433.jpg,street,dataset/street/street_433.jpg,0.22812174
dataset/gal/gal_86.jpg,gal,dataset/gal/gal_86.jpg,0.31594858
dataset/street/street_526.jpg,street,dataset/street/street_526.jpg,0.29359835
dataset/girlish/girlish_1012.png,girlish,dataset/girlish/girlish_1012.png,0.29115313
dataset/mode/mode_573.jpg,mode,dataset/mode/mode_573.jpg,0.30552495
dataset/rock/rock_665.jpg,rock,dataset/rock/rock_665.jpg,0.32348025
dataset/conservative/conservative_321.jpg,conservative,dataset/conservative/conservative_321.jpg,0.35404128
dataset/natural/natural_842.jpg,natural,dataset/natural/natural_842.jpg,0.26144606
dataset/girlish/girlish_987.jpg,girlish,dataset/girlish/girlish_987.jpg,0.2730608
dataset/conservative/conservative_450.jpg,conservative,dataset/conservative/conservative_450.jpg,0.2104393
dataset/gal/gal_32.jpg,gal,dataset/gal/gal_32.jpg,0.29497623
dataset/street/street_282.jpg,street,dataset/street/street_282.jpg,0.29470414
dataset/kireime-casual/kireime-casual_97.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_97.jpg,0.2959627
dataset/rock/rock_237.jpg,rock,dataset/rock/rock_237.jpg,0.31340456
dataset/retro/retro_813.jpg,retro,dataset/retro/retro_813.jpg,0.25747162
dataset/rock/rock_251.jpg,rock,dataset/rock/rock_251.jpg,0.369582
dataset/conservative/conservative_8.jpg,conservative,dataset/conservative/conservative_8.jpg,0.29351968
dataset/lolita/lolita_496.jpg,lolita,dataset/lolita/lolita_496.jpg,0.35144898
dataset/gal/gal_144.jpg,gal,dataset/gal/gal_144.jpg,0.28798765
dataset/natural/natural_380.jpg,natural,dataset/natural/natural_380.jpg,0.28498477
dataset/retro/retro_74.jpg,retro,dataset/retro/retro_74.jpg,0.307625
dataset/retro/retro_251.jpg,retro,dataset/retro/retro_251.jpg,0.33602762
dataset/conservative/conservative_286.jpg,conservative,dataset/conservative/conservative_286.jpg,0.32539338
dataset/dressy/dressy_529.jpg,dressy,dataset/dressy/dressy_529.jpg,0.33071584
dataset/conservative/conservative_104.jpg,conservative,dataset/conservative/conservative_104.jpg,0.33971474
dataset/retro/retro_165.jpg,retro,dataset/retro/retro_165.jpg,0.29317248
dataset/mode/mode_452.jpg,mode,dataset/mode/mode_452.jpg,0.27419716
dataset/feminine/feminine_75.jpg,feminine,dataset/feminine/feminine_75.jpg,0.28417063
dataset/fairy/fairy_402.jpg,fairy,dataset/fairy/fairy_402.jpg,0.30571243
dataset/natural/natural_272.jpg,natural,dataset/natural/natural_272.jpg,0.28512567
dataset/kireime-casual/kireime-casual_25.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_25.jpg,0.34042686
dataset/dressy/dressy_182.jpg,dressy,dataset/dressy/dressy_182.jpg,0.3390473
dataset/natural/natural_645.jpeg,natural,dataset/natural/natural_645.jpeg,0.32272583
dataset/feminine/feminine_659.jpg,feminine,dataset/feminine/feminine_659.jpg,0.34657723
dataset/fairy/fairy_474.jpg,fairy,dataset/fairy/fairy_474.jpg,0.2847253
dataset/gal/gal_331.jpg,gal,dataset/gal/gal_331.jpg,0.32191926
dataset/mode/mode_192.jpg,mode,dataset/mode/mode_192.jpg,0.32332295
dataset/conservative/conservative_585.jpg,conservative,dataset/conservative/conservative_585.jpg,0.33486247
dataset/ethnic/ethnic_264.jpg,ethnic,dataset/ethnic/ethnic_264.jpg,0.2870205
dataset/natural/natural_538.jpg,natural,dataset/natural/natural_538.jpg,0.25170138
dataset/lolita/lolita_178.jpg,lolita,dataset/lolita/lolita_178.jpg,0.27445677
dataset/girlish/girlish_116.jpeg,girlish,dataset/girlish/girlish_116.jpeg,0.30255356
dataset/fairy/fairy_772.jpg,fairy,dataset/fairy/fairy_772.jpg,0.28560263
dataset/girlish/girlish_322.jpg,girlish,dataset/girlish/girlish_322.jpg,0.30236575
dataset/natural/natural_260.jpg,natural,dataset/natural/natural_260.jpg,0.31963032
dataset/street/street_586.jpg,street,dataset/street/street_586.jpg,0.3067784
dataset/fairy/fairy_148.jpg,fairy,dataset/fairy/fairy_148.jpg,0.29525232
dataset/mode/mode_571.jpg,mode,dataset/mode/mode_571.jpg,0.30827853
dataset/lolita/lolita_501.jpg,lolita,dataset/lolita/lolita_501.jpg,0.2824622
dataset/street/street_138.jpg,street,dataset/street/street_138.jpg,0.27203846
dataset/street/street_1021.jpg,street,dataset/street/street_1021.jpg,0.3058377
dataset/street/street_395.jpg,street,dataset/street/street_395.jpg,0.3971042
dataset/lolita/lolita_492.jpg,lolita,dataset/lolita/lolita_492.jpg,0.294298
dataset/natural/natural_18.jpg,natural,dataset/natural/natural_18.jpg,0.24466886
dataset/street/street_124.jpg,street,dataset/street/street_124.jpg,0.27845612
dataset/mode/mode_884.jpg,mode,dataset/mode/mode_884.jpg,0.279487
