merge_key,style,rel_path,clip_similarity
dataset/fairy/fairy_224.jpg,fairy,dataset/fairy/fairy_224.jpg,0.30924812
dataset/gal/gal_489.jpg,gal,dataset/gal/gal_489.jpg,0.32517922
dataset/street/street_981.jpg,street,dataset/street/street_981.jpg,0.29149878
dataset/rock/rock_526.jpg,rock,dataset/rock/rock_526.jpg,0.23586297
dataset/mode/mode_668.jpg,mode,dataset/mode/mode_668.jpg,0.3168336
dataset/natural/natural_339.jpg,natural,dataset/natural/natural_339.jpg,0.22570759
dataset/gal/gal_560.jpg,gal,dataset/gal/gal_560.jpg,0.27648818
dataset/conservative/conservative_875.jpg,conservative,dataset/conservative/conservative_875.jpg,0.32233107
dataset/ethnic/ethnic_754.jpg,ethnic,dataset/ethnic/ethnic_754.jpg,0.34065005
dataset/rock/rock_553.jpg,rock,dataset/rock/rock_553.jpg,0.3924166
dataset/retro/retro_10.jpg,retro,dataset/retro/retro_10.jpg,0.2946031
dataset/girlish/girlish_337.jpg,girlish,dataset/girlish/girlish_337.jpg,0.26289696
dataset/mode/mode_277.jpg,mode,dataset/mode/mode_277.jpg,0.3358348
dataset/ethnic/ethnic_713.jpg,ethnic,dataset/ethnic/ethnic_713.jpg,0.31949896
dataset/rock/rock_556.jpg,rock,dataset/rock/rock_556.jpg,0.2881415
dataset/mode/mode_164.jpg,mode,dataset/mode/mode_164.jpg,0.3108402
dataset/kireime-casual/kireime-casual_474.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_474.jpg,0.27152163
dataset/conservative/conservative_696.jpg,conservative,dataset/conservative/conservative_696.jpg,0.26084596
dataset/mode/mode_708.jpg,mode,dataset/mode/mode_708.jpg,0.2835586
dataset/conservative/conservative_713.jpg,conservative,dataset/conservative/conservative_713.jpg,0.28842145
dataset/fairy/fairy_391.jpg,fairy,dataset/fairy/fairy_391.jpg,0.3065644
dataset/rock/rock_600.jpg,rock,dataset/rock/rock_600.jpg,0.32513946
dataset/mode/mode_389.jpg,mode,dataset/mode/mode_389.jpg,0.26508698
dataset/street/street_790.jpg,street,dataset/street/street_790.jpg,0.2801351
dataset/lolita/lolita_519.jpg,lolita,dataset/lolita/lolita_519.jpg,0.27090013
dataset/ethnic/ethnic_324.jpg,ethnic,dataset/ethnic/ethnic_324.jpg,0.3194251
dataset/dressy/dressy_728.jpg,dressy,dataset/dressy/dressy_728.jpg,0.30723837
dataset/conservative/conservative_309.jpg,conservative,dataset/conservative/conservative_309.jpg,0.33056217
dataset/natural/natural_732.jpg,natural,dataset/natural/natural_732.jpg,0.34302044
dataset/fairy/fairy_791.jpg,fairy,dataset/fairy/fairy_791.jpg,0.292922
dataset/kireime-casual/kireime-casual_930.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_930.jpg,0.30014628
dataset/natural/natural_437.jpg,natural,dataset/natural/natural_437.jpg,0.3198232
dataset/ethnic/ethnic_711.jpg,ethnic,dataset/ethnic/ethnic_711.jpg,0.33861554
dataset/kireime-casual/kireime-casual_205.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_205.jpg,0.30415
dataset/retro/retro_688.jpg,retro,dataset/retro/retro_688.jpg,0.33009142
dataset/retro/retro_440.jpg,retro,dataset/retro/retro_440.jpg,0.27747583
dataset/retro/retro_366.jpg,retro,dataset/retro/retro_366.jpg,0.34118384
dataset/ethnic/ethnic_276.jpg,ethnic,dataset/ethnic/ethnic_276.jpg,0.32384443
