merge_key,style,rel_path,clip_similarity
dataset/retro/retro_836.jpg,retro,dataset/retro/retro_836.jpg,0.26613024
dataset/retro/retro_450.jpg,retro,dataset/retro/retro_450.jpg,0.28555828
dataset/mode/mode_457.jpg,mode,dataset/mode/mode_457.jpg,0.29162788
dataset/mode/mode_822.jpeg,mode,dataset/mode/mode_822.jpeg,0.32253873
dataset/retro/retro_430.jpg,retro,dataset/retro/retro_430.jpg,0.30739534
dataset/ethnic/ethnic_371.jpg,ethnic,dataset/ethnic/ethnic_371.jpg,0.30506206
dataset/girlish/girlish_926.jpg,girlish,dataset/girlish/girlish_926.jpg,0.27495027
dataset/natural/natural_342.jpg,natural,dataset/natural/natural_342.jpg,0.2548622
dataset/mode/mode_551.jpg,mode,dataset/mode/mode_551.jpg,0.31156498
dataset/conservative/conservative_503.jpg,conservative,dataset/conservative/conservative_503.jpg,0.28934586
dataset/mode/mode_727.jpg,mode,dataset/mode/mode_727.jpg,0.32971767
dataset/ethnic/ethnic_396.jpg,ethnic,dataset/ethnic/ethnic_396.jpg,0.27170444
dataset/natural/natural_662.jpg,natural,dataset/natural/natural_662.jpg,0.2701257
dataset/natural/natural_246.jpg,natural,dataset/natural/natural_246.jpg,0.2718919
dataset/kireime-casual/kireime-casual_373.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_373.jpg,0.26286343
dataset/girlish/girlish_254.jpg,girlish,dataset/girlish/girlish_254.jpg,0.28764403
dataset/street/street_641.jpg,street,dataset/street/street_641.jpg,0.27596527
dataset/conservative/conservative_58.jpg,conservative,dataset/conservative/conservative_58.jpg,0.32740885
dataset/girlish/girlish_811.png,girlish,dataset/girlish/girlish_811.png,0.30819413
dataset/dressy/dressy_345.jpg,dressy,dataset/dressy/dressy_345.jpg,0.27239594
dataset/kireime-casual/kireime-casual_910.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_910.jpg,0.33610764
dataset/feminine/feminine_320.jpg,feminine,dataset/feminine/feminine_320.jpg,0.2880126
dataset/rock/rock_699.jpg,rock,dataset/rock/rock_699.jpg,0.33147776
dataset/lolita/lolita_488.jpg,lolita,dataset/lolita/lolita_488.jpg,0.3154075
dataset/conservative/conservative_454.jpg,conservative,dataset/conservative/conservative_454.jpg,0.31525213
dataset/retro/retro_242.jpg,retro,dataset/retro/retro_242.jpg,0.31067592
dataset/lolita/lolita_848.jpg,lolita,dataset/lolita/lolita_848.jpg,0.32785535
dataset/feminine/feminine_310.jpg,feminine,dataset/feminine/feminine_310.jpg,0.3012779
dataset/mode/mode_857.png,mode,dataset/mode/mode_857.png,0.32262334
dataset/girlish/girlish_388.jpg,girlish,dataset/girlish/girlish_388.jpg,0.31563246
dataset/dressy/dressy_612.jpg,dressy,dataset/dressy/dressy_612.jpg,0.33931324
dataset/kireime-casual/kireime-casual_379.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_379.jpg,0.25534278
dataset/street/street_256.jpg,street,dataset/street/street_256.jpg,0.32302958
dataset/feminine/feminine_451.jpg,feminine,dataset/feminine/feminine_451.jpg,0.33022735
dataset/mode/mode_615.jpg,mode,dataset/mode/mode_615.jpg,0.2958993
dataset/gal/gal_923.jpeg,gal,dataset/gal/gal_923.jpeg,0.27419543
