class,acc,precision,recall,f1
conservative,0.782608695652174,0.7105263157894737,0.782608695652174,0.7448275862068965
dressy,0.9477611940298507,0.9477611940298507,0.9477611940298507,0.9477611940298507
ethnic,0.7984496124031008,0.8174603174603174,0.7984496124031008,0.807843137254902
fairy,0.993006993006993,0.8765432098765432,0.993006993006993,0.9311475409836065
feminine,0.6528925619834711,0.8061224489795918,0.6528925619834711,0.7214611872146119
gal,0.7552447552447552,0.75,0.7552447552447552,0.7526132404181185
girlish,0.7409638554216867,0.537117903930131,0.7409638554216867,0.6227848101265823
kireime-casual,0.6392405063291139,0.6824324324324325,0.6392405063291139,0.6601307189542485
lolita,0.9625,0.9746835443037974,0.9625,0.9685534591194969
mode,0.7861635220125787,0.7716049382716049,0.7861635220125787,0.7788161993769471
natural,0.7829457364341085,0.7890625,0.7829457364341085,0.7859922178988327
retro,0.5039370078740157,0.8311688311688312,0.5039370078740157,0.6274509803921569
rock,0.7024793388429752,0.85,0.7024793388429752,0.7692307692307692
street,0.8766233766233766,0.823170731707317,0.8766233766233766,0.8490566037735849
