class,acc,precision,recall,f1
conservative,0.8768115942028986,0.7658227848101266,0.8768115942028986,0.8175675675675675
dressy,0.9701492537313433,0.9701492537313433,0.9701492537313433,0.9701492537313433
ethnic,0.8527131782945736,0.9090909090909091,0.8527131782945736,0.88
fairy,0.8741258741258742,0.9057971014492754,0.8741258741258742,0.8896797153024912
feminine,0.8016528925619835,0.8151260504201681,0.8016528925619835,0.8083333333333333
gal,0.8181818181818182,0.8602941176470589,0.8181818181818182,0.8387096774193549
girlish,0.6566265060240963,0.7077922077922078,0.6566265060240963,0.68125
kireime-casual,0.7278481012658228,0.7419354838709677,0.7278481012658228,0.7348242811501596
lolita,0.93125,0.9085365853658537,0.93125,0.9197530864197531
mode,0.8301886792452831,0.8571428571428571,0.8301886792452831,0.8434504792332269
natural,0.8604651162790697,0.7872340425531915,0.8604651162790697,0.8222222222222222
retro,0.8582677165354331,0.7898550724637681,0.8582677165354331,0.8226415094339623
rock,0.8264462809917356,0.819672131147541,0.8264462809917356,0.823045267489712
street,0.9090909090909091,0.9459459459459459,0.9090909090909091,0.9271523178807948
