class,acc,precision,recall,f1
conservative,0.855072463768116,0.7151515151515152,0.855072463768116,0.7788778877887789
dressy,0.9629629629629629,0.935251798561151,0.9629629629629629,0.948905109489051
ethnic,0.875968992248062,0.8625954198473282,0.875968992248062,0.8692307692307693
fairy,0.951048951048951,0.9444444444444444,0.951048951048951,0.9477351916376306
feminine,0.7768595041322314,0.8103448275862069,0.7768595041322314,0.7932489451476793
gal,0.8531468531468531,0.8905109489051095,0.8531468531468531,0.8714285714285714
girlish,0.5602409638554217,0.7560975609756098,0.5602409638554217,0.643598615916955
kireime-casual,0.7151898734177216,0.743421052631579,0.7151898734177216,0.7290322580645161
lolita,0.9559748427672956,0.9559748427672956,0.9559748427672956,0.9559748427672956
mode,0.8867924528301887,0.7382198952879581,0.8867924528301887,0.8057142857142857
natural,0.8449612403100775,0.7622377622377622,0.8449612403100775,0.8014705882352942
retro,0.7716535433070866,0.8909090909090909,0.7716535433070866,0.8270042194092827
rock,0.8512396694214877,0.7803030303030303,0.8512396694214877,0.8142292490118577
street,0.8506493506493507,0.9357142857142857,0.8506493506493507,0.891156462585034
