class,acc,precision,recall,f1
conservative,0.7318840579710145,0.6824324324324325,0.7318840579710145,0.7062937062937062
dressy,0.917910447761194,0.9609375,0.917910447761194,0.9389312977099238
ethnic,0.7751937984496124,0.8695652173913043,0.7751937984496124,0.8196721311475411
fairy,0.9513888888888888,0.9256756756756757,0.9513888888888888,0.9383561643835616
feminine,0.6528925619834711,0.7181818181818181,0.6528925619834711,0.683982683982684
gal,0.7762237762237763,0.6416184971098265,0.7762237762237763,0.7025316455696202
girlish,0.6024096385542169,0.5376344086021505,0.6024096385542169,0.5681818181818182
kireime-casual,0.6772151898734177,0.6772151898734177,0.6772151898734177,0.6772151898734177
lolita,0.95625,0.9386503067484663,0.95625,0.9473684210526315
mode,0.7295597484276729,0.7388535031847133,0.7295597484276729,0.7341772151898733
natural,0.6124031007751938,0.8777777777777778,0.6124031007751938,0.7214611872146119
retro,0.6377952755905512,0.7941176470588235,0.6377952755905512,0.7074235807860261
rock,0.8347107438016529,0.6917808219178082,0.8347107438016529,0.7565543071161049
street,0.8104575163398693,0.7848101265822784,0.8104575163398693,0.7974276527331189
