class,acc,precision,recall,f1
conservative,0.7299270072992701,0.7575757575757576,0.7299270072992701,0.7434944237918216
dressy,0.9777777777777777,0.9924812030075187,0.9777777777777777,0.9850746268656717
ethnic,0.8449612403100775,0.8650793650793651,0.8449612403100775,0.8549019607843137
fairy,0.9440559440559441,0.9440559440559441,0.9440559440559441,0.9440559440559441
feminine,0.7768595041322314,0.8392857142857143,0.7768595041322314,0.8068669527896996
gal,0.8181818181818182,0.8602941176470589,0.8181818181818182,0.8387096774193549
girlish,0.8012048192771084,0.6785714285714286,0.8012048192771084,0.7348066298342542
kireime-casual,0.7088607594936709,0.6829268292682927,0.7088607594936709,0.6956521739130436
lolita,0.949685534591195,0.993421052631579,0.949685534591195,0.9710610932475885
mode,0.8553459119496856,0.8553459119496856,0.8553459119496856,0.8553459119496856
natural,0.8217054263565892,0.8346456692913385,0.8217054263565892,0.8281249999999999
retro,0.8031496062992126,0.8571428571428571,0.8031496062992126,0.8292682926829269
rock,0.9098360655737705,0.8473282442748091,0.9098360655737705,0.8774703557312252
street,0.9090909090909091,0.9210526315789473,0.9090909090909091,0.915032679738562
