class,acc,precision,recall,f1
conservative,0.7463768115942029,0.7304964539007093,0.7463768115942029,0.7383512544802867
dressy,0.9477611940298507,0.9071428571428571,0.9477611940298507,0.927007299270073
ethnic,0.8372093023255814,0.84375,0.8372093023255814,0.8404669260700389
fairy,0.9300699300699301,0.9300699300699301,0.9300699300699301,0.9300699300699301
feminine,0.6859504132231405,0.7980769230769231,0.6859504132231405,0.7377777777777778
gal,0.8601398601398601,0.831081081081081,0.8601398601398601,0.845360824742268
girlish,0.6987951807228916,0.6705202312138728,0.6987951807228916,0.6843657817109144
kireime-casual,0.759493670886076,0.6703910614525139,0.759493670886076,0.712166172106825
lolita,0.95,0.9440993788819876,0.95,0.9470404984423676
mode,0.7547169811320755,0.8163265306122449,0.7547169811320755,0.7843137254901961
natural,0.8294573643410853,0.781021897810219,0.8294573643410853,0.8045112781954887
retro,0.6456692913385826,0.82,0.6456692913385826,0.7224669603524229
rock,0.8842975206611571,0.8106060606060606,0.8842975206611571,0.8458498023715415
street,0.8961038961038961,0.9261744966442953,0.8961038961038961,0.9108910891089109
