class,acc,precision,recall,f1
conservative,0.5942028985507246,0.6833333333333333,0.5942028985507246,0.6356589147286822
dressy,0.9407407407407408,0.8581081081081081,0.9407407407407408,0.8975265017667844
ethnic,0.4263565891472868,0.6470588235294118,0.4263565891472868,0.5140186915887851
fairy,0.7482517482517482,0.7535211267605634,0.7482517482517482,0.7508771929824561
feminine,0.5619834710743802,0.4755244755244755,0.5619834710743802,0.5151515151515151
gal,0.6083916083916084,0.5958904109589042,0.6083916083916084,0.6020761245674742
girlish,0.3132530120481928,0.4297520661157025,0.3132530120481928,0.3623693379790941
kireime-casual,0.569620253164557,0.5590062111801242,0.569620253164557,0.5642633228840125
lolita,0.8742138364779874,0.7433155080213903,0.8742138364779874,0.8034682080924855
mode,0.6226415094339622,0.7021276595744681,0.6226415094339622,0.66
natural,0.7596899224806202,0.5798816568047337,0.7596899224806202,0.6577181208053692
retro,0.4015748031496063,0.49038461538461536,0.4015748031496063,0.44155844155844154
rock,0.6115702479338843,0.5736434108527132,0.6115702479338843,0.5920000000000001
street,0.7857142857142857,0.6505376344086021,0.7857142857142857,0.7117647058823529
