class,acc,precision,recall,f1
conservative,0.5072463768115942,0.2966101694915254,0.5072463768115942,0.37433155080213903
dressy,0.8731343283582089,0.5492957746478874,0.8731343283582089,0.6743515850144092
ethnic,0.17829457364341086,0.3709677419354839,0.17829457364341086,0.24083769633507854
fairy,0.4965034965034965,0.5107913669064749,0.4965034965034965,0.5035460992907801
feminine,0.12396694214876033,0.23809523809523808,0.12396694214876033,0.16304347826086957
gal,0.06993006993006994,0.23809523809523808,0.06993006993006994,0.10810810810810811
girlish,0.04216867469879518,0.2692307692307692,0.04216867469879518,0.07291666666666667
kireime-casual,0.379746835443038,0.24896265560165975,0.379746835443038,0.3007518796992481
lolita,0.61875,0.4852941176470588,0.61875,0.5439560439560439
mode,0.3333333333333333,0.363013698630137,0.3333333333333333,0.3475409836065574
natural,0.3953488372093023,0.21338912133891214,0.3953488372093023,0.27717391304347827
retro,0.07874015748031496,0.3333333333333333,0.07874015748031496,0.12738853503184713
rock,0.35537190082644626,0.38738738738738737,0.35537190082644626,0.3706896551724138
street,0.5844155844155844,0.391304347826087,0.5844155844155844,0.46875
