class,acc,precision,recall,f1
conservative,0.7372262773722628,0.8015873015873016,0.7372262773722628,0.7680608365019012
dressy,0.9777777777777777,0.9850746268656716,0.9777777777777777,0.9814126394052044
ethnic,0.813953488372093,0.8536585365853658,0.813953488372093,0.8333333333333333
fairy,0.958041958041958,0.9319727891156463,0.958041958041958,0.9448275862068966
feminine,0.8181818181818182,0.7795275590551181,0.8181818181818182,0.7983870967741935
gal,0.8531468531468531,0.8840579710144928,0.8531468531468531,0.8683274021352313
girlish,0.7590361445783133,0.7159090909090909,0.7590361445783133,0.736842105263158
kireime-casual,0.7151898734177216,0.7337662337662337,0.7151898734177216,0.7243589743589743
lolita,0.9559748427672956,0.9934640522875817,0.9559748427672956,0.9743589743589743
mode,0.8176100628930818,0.9154929577464789,0.8176100628930818,0.8637873754152824
natural,0.8914728682170543,0.7876712328767124,0.8914728682170543,0.8363636363636364
retro,0.8188976377952756,0.8188976377952756,0.8188976377952756,0.8188976377952756
rock,0.9754098360655737,0.8040540540540541,0.9754098360655737,0.8814814814814814
street,0.8506493506493507,0.9290780141843972,0.8506493506493507,0.8881355932203389
