class,acc,precision,recall,f1
conservative,0.7536231884057971,0.7878787878787878,0.7536231884057971,0.7703703703703704
dressy,0.9850746268656716,0.9428571428571428,0.9850746268656716,0.9635036496350365
ethnic,0.8837209302325582,0.8382352941176471,0.8837209302325582,0.8603773584905661
fairy,0.8888888888888888,0.9481481481481482,0.8888888888888888,0.9175627240143369
feminine,0.6942148760330579,0.8076923076923077,0.6942148760330579,0.7466666666666667
gal,0.8111888111888111,0.8854961832061069,0.8111888111888111,0.8467153284671532
girlish,0.7108433734939759,0.6941176470588235,0.7108433734939759,0.7023809523809523
kireime-casual,0.7531645569620253,0.725609756097561,0.7531645569620253,0.7391304347826086
lolita,0.9875,0.9349112426035503,0.9875,0.9604863221884499
mode,0.7861635220125787,0.8680555555555556,0.7861635220125787,0.8250825082508251
natural,0.8837209302325582,0.7808219178082192,0.8837209302325582,0.8290909090909091
retro,0.8818897637795275,0.8115942028985508,0.8818897637795275,0.8452830188679246
rock,0.8264462809917356,0.78125,0.8264462809917356,0.8032128514056225
street,0.8758169934640523,0.9241379310344827,0.8758169934640523,0.8993288590604027
