class,acc,precision,recall,f1
conservative,0.8188405797101449,0.7243589743589743,0.8188405797101449,0.7687074829931972
dressy,0.9850746268656716,0.9565217391304348,0.9850746268656716,0.9705882352941176
ethnic,0.875968992248062,0.8014184397163121,0.875968992248062,0.8370370370370371
fairy,0.9791666666666666,0.88125,0.9791666666666666,0.9276315789473684
feminine,0.6859504132231405,0.83,0.6859504132231405,0.751131221719457
gal,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.8417266187050358
girlish,0.6626506024096386,0.7142857142857143,0.6626506024096386,0.6875000000000001
kireime-casual,0.7151898734177216,0.773972602739726,0.7151898734177216,0.743421052631579
lolita,0.95625,0.95625,0.95625,0.95625
mode,0.7547169811320755,0.8571428571428571,0.7547169811320755,0.8026755852842811
natural,0.8992248062015504,0.7682119205298014,0.8992248062015504,0.8285714285714285
retro,0.8503937007874016,0.84375,0.8503937007874016,0.8470588235294119
rock,0.7933884297520661,0.8067226890756303,0.7933884297520661,0.8
street,0.9215686274509803,0.9155844155844156,0.9215686274509803,0.9185667752442997
