class,acc,precision,recall,f1
conservative,0.8043478260869565,0.4911504424778761,0.8043478260869565,0.6098901098901098
dressy,0.9477611940298507,0.900709219858156,0.9477611940298507,0.9236363636363636
ethnic,0.4108527131782946,0.6973684210526315,0.4108527131782946,0.5170731707317073
fairy,0.7762237762237763,0.7302631578947368,0.7762237762237763,0.7525423728813561
feminine,0.628099173553719,0.5241379310344828,0.628099173553719,0.5714285714285715
gal,0.4405594405594406,0.6237623762376238,0.4405594405594406,0.5163934426229508
girlish,0.29518072289156627,0.49,0.29518072289156627,0.3684210526315789
kireime-casual,0.44936708860759494,0.44936708860759494,0.44936708860759494,0.44936708860759494
lolita,0.79375,0.7650602409638554,0.79375,0.7791411042944785
mode,0.5911949685534591,0.6308724832214765,0.5911949685534591,0.6103896103896104
natural,0.751937984496124,0.5987654320987654,0.751937984496124,0.6666666666666666
retro,0.5196850393700787,0.55,0.5196850393700787,0.5344129554655871
rock,0.5245901639344263,0.5423728813559322,0.5245901639344263,0.5333333333333334
street,0.7320261437908496,0.6666666666666666,0.7320261437908496,0.6978193146417445
