class,acc,precision,recall,f1
conservative,0.8260869565217391,0.7651006711409396,0.8260869565217391,0.794425087108014
dressy,0.9626865671641791,0.9347826086956522,0.9626865671641791,0.9485294117647058
ethnic,0.8527131782945736,0.9090909090909091,0.8527131782945736,0.88
fairy,0.9513888888888888,0.9647887323943662,0.9513888888888888,0.958041958041958
feminine,0.6528925619834711,0.8494623655913979,0.6528925619834711,0.7383177570093458
gal,0.7972027972027972,0.8444444444444444,0.7972027972027972,0.8201438848920863
girlish,0.7289156626506024,0.6759776536312849,0.7289156626506024,0.7014492753623188
kireime-casual,0.7151898734177216,0.7151898734177216,0.7151898734177216,0.7151898734177216
lolita,0.98125,0.9022988505747126,0.98125,0.9401197604790419
mode,0.7610062893081762,0.7707006369426752,0.7610062893081762,0.7658227848101266
natural,0.8682170542635659,0.8682170542635659,0.8682170542635659,0.8682170542635659
retro,0.7401574803149606,0.8545454545454545,0.7401574803149606,0.7932489451476793
rock,0.859504132231405,0.7172413793103448,0.859504132231405,0.7819548872180451
street,0.8823529411764706,0.8881578947368421,0.8823529411764706,0.8852459016393442
