class,acc,precision,recall,f1
conservative,0.8333333333333334,0.6804733727810651,0.8333333333333334,0.749185667752443
dressy,0.9402985074626866,0.9692307692307692,0.9402985074626866,0.9545454545454546
ethnic,0.9302325581395349,0.8108108108108109,0.9302325581395349,0.8664259927797834
fairy,0.965034965034965,0.8903225806451613,0.965034965034965,0.9261744966442953
feminine,0.8099173553719008,0.765625,0.8099173553719008,0.7871485943775101
gal,0.8601398601398601,0.8913043478260869,0.8601398601398601,0.8754448398576512
girlish,0.5783132530120482,0.7619047619047619,0.5783132530120482,0.6575342465753424
kireime-casual,0.6645569620253164,0.7342657342657343,0.6645569620253164,0.6976744186046512
lolita,0.925,0.9673202614379085,0.925,0.9456869009584664
mode,0.7610062893081762,0.8066666666666666,0.7610062893081762,0.7831715210355987
natural,0.8682170542635659,0.7832167832167832,0.8682170542635659,0.8235294117647058
retro,0.8031496062992126,0.8717948717948718,0.8031496062992126,0.8360655737704918
rock,0.8016528925619835,0.8016528925619835,0.8016528925619835,0.8016528925619835
street,0.9090909090909091,0.8695652173913043,0.9090909090909091,0.8888888888888888
