class,acc,precision,recall,f1
conservative,0.7246376811594203,0.5405405405405406,0.7246376811594203,0.6191950464396285
dressy,0.9328358208955224,0.8928571428571429,0.9328358208955224,0.9124087591240876
ethnic,0.49612403100775193,0.6037735849056604,0.49612403100775193,0.5446808510638298
fairy,0.8671328671328671,0.7701863354037267,0.8671328671328671,0.8157894736842104
feminine,0.6033057851239669,0.4591194968553459,0.6033057851239669,0.5214285714285714
gal,0.4825174825174825,0.5847457627118644,0.4825174825174825,0.5287356321839081
girlish,0.30120481927710846,0.5434782608695652,0.30120481927710846,0.3875968992248062
kireime-casual,0.5126582278481012,0.5436241610738255,0.5126582278481012,0.5276872964169381
lolita,0.8375,0.8170731707317073,0.8375,0.8271604938271605
mode,0.5974842767295597,0.6597222222222222,0.5974842767295597,0.6270627062706271
natural,0.7131782945736435,0.5542168674698795,0.7131782945736435,0.623728813559322
retro,0.3937007874015748,0.5208333333333334,0.3937007874015748,0.4484304932735426
rock,0.6363636363636364,0.5422535211267606,0.6363636363636364,0.5855513307984791
street,0.7272727272727273,0.7,0.7272727272727273,0.7133757961783439
