merge_key,style,clip_iqa_margin,clip_iqa_win
dataset/fairy/fairy_202.jpg,fairy,0.13617520034313202,1.0
dataset/gal/gal_795.jpg,gal,0.14479704201221466,1.0
dataset/mode/mode_270.jpg,mode,0.08357177674770355,1.0
dataset/street/street_102.jpg,street,0.1425793617963791,1.0
dataset/mode/mode_962.jpg,mode,0.06152243912220001,1.0
dataset/fairy/fairy_145.jpg,fairy,0.04958584904670715,1.0
dataset/gal/gal_846.jpg,gal,0.0894678384065628,1.0
dataset/street/street_969.jpg,street,0.050300270318984985,0.0
dataset/ethnic/ethnic_12.jpg,ethnic,0.09368680417537689,1.0
dataset/street/street_48.jpg,street,0.08805114030838013,1.0
dataset/ethnic/ethnic_316.jpg,ethnic,0.03926916420459747,1.0
dataset/retro/retro_7.jpg,retro,0.0964934229850769,1.0
dataset/retro/retro_830.png,retro,0.08544586598873138,1.0
dataset/retro/retro_404.jpg,retro,0.11607401072978973,1.0
dataset/feminine/feminine_77.jpg,feminine,0.11374451220035553,1.0
dataset/conservative/conservative_219.jpg,conservative,0.12068310379981995,1.0
dataset/girlish/girlish_545.jpg,girlish,0.11177501082420349,1.0
dataset/gal/gal_383.jpg,gal,0.07340502738952637,1.0
dataset/mode/mode_979.jpg,mode,0.11825056374073029,1.0
dataset/kireime-casual/kireime-casual_140.jpg,kireime-casual,0.09445956349372864,1.0
dataset/conservative/conservative_646.jpg,conservative,0.09178678691387177,1.0
dataset/street/street_388.jpg,street,0.09318631887435913,1.0
dataset/feminine/feminine_512.jpg,feminine,0.12316244840621948,1.0
dataset/mode/mode_561.jpg,mode,0.09382712841033936,1.0
dataset/kireime-casual/kireime-casual_689.jpg,kireime-casual,0.12340489029884338,1.0
dataset/fairy/fairy_481.jpg,fairy,0.12351912260055542,1.0
dataset/retro/retro_135.png,retro,0.10501259565353394,1.0
dataset/retro/retro_39.jpg,retro,0.15153378248214722,1.0
dataset/kireime-casual/kireime-casual_438.jpg,kireime-casual,0.07915157079696655,1.0
dataset/rock/rock_700.jpg,rock,0.12405763566493988,1.0
dataset/lolita/lolita_986.jpg,lolita,0.08041635155677795,1.0
dataset/street/street_1003.jpg,street,0.14649644494056702,1.0
dataset/street/street_853.jpg,street,0.14203357696533203,1.0
dataset/street/street_139.jpg,street,0.06787990033626556,1.0
dataset/kireime-casual/kireime-casual_344.jpg,kireime-casual,0.16687117516994476,1.0
dataset/retro/retro_703.jpg,retro,0.05282577872276306,1.0
dataset/ethnic/ethnic_194.jpg,ethnic,0.0674164742231369,1.0
dataset/mode/mode_223.jpg,mode,0.05079740285873413,1.0
dataset/rock/rock_221.jpg,rock,0.09233804047107697,1.0
dataset/retro/retro_15.jpeg,retro,0.12124864757061005,1.0
dataset/girlish/girlish_967.jpg,girlish,0.040558233857154846,0.0
dataset/rock/rock_344.jpg,rock,0.10634464025497437,1.0
dataset/street/street_125.jpg,street,0.07254964113235474,1.0
dataset/fairy/fairy_541.jpg,fairy,0.11136297881603241,1.0
dataset/conservative/conservative_426.jpg,conservative,0.09488508105278015,1.0
dataset/ethnic/ethnic_323.jpg,ethnic,0.13791614770889282,1.0
dataset/feminine/feminine_709.jpg,feminine,0.08919164538383484,1.0
dataset/feminine/feminine_516.jpg,feminine,0.11019919812679291,1.0
dataset/girlish/girlish_496.jpg,girlish,0.11341086030006409,1.0
dataset/kireime-casual/kireime-casual_788.jpg,kireime-casual,0.12290932238101959,1.0
dataset/ethnic/ethnic_761.jpg,ethnic,0.13137683272361755,1.0
dataset/retro/retro_145.jpg,retro,0.07279747724533081,1.0
dataset/retro/retro_705.jpg,retro,0.0871439129114151,1.0
dataset/kireime-casual/kireime-casual_513.jpg,kireime-casual,0.11991837620735168,1.0
dataset/natural/natural_680.jpeg,natural,0.05734372138977051,0.0
dataset/retro/retro_191.jpg,retro,0.08287414908409119,1.0
dataset/conservative/conservative_915.jpg,conservative,0.11036479473114014,1.0
dataset/conservative/conservative_497.jpg,conservative,0.0708736777305603,1.0
dataset/ethnic/ethnic_415.jpg,ethnic,0.08524590730667114,1.0
dataset/kireime-casual/kireime-casual_213.png,kireime-casual,0.10506656765937805,1.0
dataset/retro/retro_615.jpg,retro,0.10682924091815948,1.0
dataset/rock/rock_129.jpg,rock,0.11473912000656128,1.0
dataset/street/street_539.jpg,street,0.10485845804214478,1.0
dataset/kireime-casual/kireime-casual_1007.jpg,kireime-casual,0.08424490690231323,1.0
dataset/natural/natural_861.jpg,natural,0.07309451699256897,1.0
dataset/street/street_343.jpg,street,0.14672863483428955,1.0
dataset/conservative/conservative_365.jpg,conservative,0.0756826251745224,1.0
dataset/conservative/conservative_359.jpg,conservative,0.034928083419799805,1.0
dataset/lolita/lolita_508.jpg,lolita,0.14825980365276337,1.0
dataset/natural/natural_314.jpg,natural,0.06670945882797241,1.0
dataset/conservative/conservative_245.jpg,conservative,0.16752460598945618,1.0
dataset/gal/gal_520.jpg,gal,0.058094531297683716,1.0
dataset/girlish/girlish_85.png,girlish,0.1571463942527771,1.0
dataset/girlish/girlish_588.jpg,girlish,0.06564095616340637,1.0
dataset/girlish/girlish_777.jpg,girlish,0.11646765470504761,1.0
dataset/conservative/conservative_620.jpg,conservative,0.11080434918403625,1.0
dataset/retro/retro_28.jpg,retro,0.06166347861289978,1.0
dataset/fairy/fairy_597.jpg,fairy,0.12901394069194794,1.0
dataset/dressy/dressy_384.jpg,dressy,0.07694573700428009,1.0
dataset/natural/natural_364.jpg,natural,0.09454476833343506,1.0
dataset/mode/mode_873.jpg,mode,0.15017548203468323,1.0
dataset/kireime-casual/kireime-casual_1011.jpeg,kireime-casual,0.05414719879627228,1.0
dataset/kireime-casual/kireime-casual_1031.jpg,kireime-casual,0.08743184804916382,1.0
dataset/dressy/dressy_458.jpg,dressy,0.18432480096817017,1.0
dataset/street/street_115.jpg,street,0.12347112596035004,1.0
dataset/lolita/lolita_463.jpg,lolita,0.11772575974464417,1.0
dataset/conservative/conservative_410.jpg,conservative,0.0890534371137619,1.0
dataset/retro/retro_177.jpg,retro,0.1691274642944336,1.0
dataset/lolita/lolita_932.jpg,lolita,0.15987172722816467,1.0
dataset/street/street_734.jpg,street,0.11580948531627655,1.0
dataset/lolita/lolita_34.jpg,lolita,0.09250658750534058,1.0
dataset/natural/natural_348.jpg,natural,0.12627063691616058,1.0
dataset/mode/mode_1024.jpg,mode,0.1082630604505539,1.0
dataset/ethnic/ethnic_103.jpg,ethnic,0.11750075221061707,1.0
dataset/street/street_91.jpg,street,0.022910743951797485,0.0
dataset/mode/mode_450.jpg,mode,0.13007663190364838,1.0
dataset/natural/natural_571.jpg,natural,0.060461387038230896,1.0
dataset/feminine/feminine_288.jpg,feminine,0.07019287347793579,1.0
dataset/natural/natural_752.jpg,natural,0.0961349606513977,1.0
dataset/ethnic/ethnic_858.jpg,ethnic,0.07593804597854614,1.0
dataset/rock/rock_378.jpg,rock,0.12148860096931458,1.0
dataset/retro/retro_325.jpg,retro,0.13768354058265686,1.0
dataset/gal/gal_874.jpg,gal,0.04581443965435028,1.0
dataset/lolita/lolita_244.jpg,lolita,0.07944926619529724,1.0
dataset/lolita/lolita_855.jpg,lolita,0.04332011938095093,0.0
dataset/girlish/girlish_104.jpg,girlish,0.10462601482868195,1.0
dataset/conservative/conservative_242.jpg,conservative,0.0949227511882782,1.0
dataset/mode/mode_444.jpg,mode,0.051938802003860474,1.0
dataset/natural/natural_393.jpg,natural,0.08689592778682709,1.0
dataset/dressy/dressy_392.jpg,dressy,0.16032055020332336,1.0
dataset/fairy/fairy_3.jpg,fairy,0.15254312753677368,1.0
dataset/lolita/lolita_468.jpg,lolita,0.13522259891033173,1.0
dataset/rock/rock_469.jpg,rock,0.09867061674594879,1.0
dataset/kireime-casual/kireime-casual_411.jpg,kireime-casual,0.07458806037902832,1.0
dataset/gal/gal_885.jpg,gal,0.13530991971492767,1.0
dataset/lolita/lolita_609.png,lolita,0.11140906810760498,1.0
dataset/lolita/lolita_722.jpg,lolita,0.08658026158809662,1.0
dataset/girlish/girlish_936.jpg,girlish,0.10625579953193665,1.0
dataset/kireime-casual/kireime-casual_921.jpg,kireime-casual,0.16785860061645508,1.0
dataset/feminine/feminine_363.jpg,feminine,0.13340067863464355,1.0
dataset/natural/natural_463.jpg,natural,0.07191093266010284,1.0
dataset/fairy/fairy_433.jpg,fairy,0.10056105256080627,1.0
