class,acc,precision,recall,f1
conservative,0.7681159420289855,0.848,0.7681159420289855,0.8060836501901141
dressy,0.9477611940298507,0.9548872180451128,0.9477611940298507,0.951310861423221
ethnic,0.8837209302325582,0.8702290076335878,0.8837209302325582,0.8769230769230769
fairy,0.9791666666666666,0.9276315789473685,0.9791666666666666,0.9527027027027027
feminine,0.8016528925619835,0.7461538461538462,0.8016528925619835,0.7729083665338645
gal,0.8601398601398601,0.8482758620689655,0.8601398601398601,0.8541666666666666
girlish,0.6927710843373494,0.7876712328767124,0.6927710843373494,0.7371794871794872
kireime-casual,0.7531645569620253,0.7300613496932515,0.7531645569620253,0.7414330218068536
lolita,0.95,0.95,0.95,0.95
mode,0.779874213836478,0.8322147651006712,0.779874213836478,0.8051948051948052
natural,0.8449612403100775,0.8195488721804511,0.8449612403100775,0.8320610687022901
retro,0.7952755905511811,0.8145161290322581,0.7952755905511811,0.8047808764940239
rock,0.8842975206611571,0.7753623188405797,0.8842975206611571,0.8262548262548263
street,0.8954248366013072,0.8954248366013072,0.8954248366013072,0.8954248366013072
