class,acc,precision,recall,f1
conservative,0.7318840579710145,0.7214285714285714,0.7318840579710145,0.7266187050359713
dressy,0.9552238805970149,0.9696969696969697,0.9552238805970149,0.9624060150375939
ethnic,0.689922480620155,0.9468085106382979,0.689922480620155,0.7982062780269058
fairy,0.9097222222222222,0.9492753623188406,0.9097222222222222,0.9290780141843973
feminine,0.8842975206611571,0.6445783132530121,0.8842975206611571,0.745644599303136
gal,0.8531468531468531,0.8026315789473685,0.8531468531468531,0.8271186440677967
girlish,0.5662650602409639,0.7401574803149606,0.5662650602409639,0.6416382252559728
kireime-casual,0.7278481012658228,0.688622754491018,0.7278481012658228,0.7076923076923076
lolita,0.9685534591194969,0.9221556886227545,0.9685534591194969,0.9447852760736196
mode,0.8301886792452831,0.8148148148148148,0.8301886792452831,0.8224299065420562
natural,0.8449612403100775,0.7898550724637681,0.8449612403100775,0.8164794007490637
retro,0.7480314960629921,0.8333333333333334,0.7480314960629921,0.7883817427385892
rock,0.9008264462809917,0.8014705882352942,0.9008264462809917,0.848249027237354
street,0.8961038961038961,0.9261744966442953,0.8961038961038961,0.9108910891089109
