class,acc,precision,recall,f1
conservative,0.8043478260869565,0.7708333333333334,0.8043478260869565,0.7872340425531915
dressy,0.9629629629629629,0.948905109489051,0.9629629629629629,0.9558823529411765
ethnic,0.9302325581395349,0.8759124087591241,0.9302325581395349,0.9022556390977443
fairy,0.951048951048951,0.918918918918919,0.951048951048951,0.9347079037800687
feminine,0.7603305785123967,0.8518518518518519,0.7603305785123967,0.8034934497816595
gal,0.8951048951048951,0.8648648648648649,0.8951048951048951,0.879725085910653
girlish,0.6265060240963856,0.7428571428571429,0.6265060240963856,0.6797385620915033
kireime-casual,0.759493670886076,0.7407407407407407,0.759493670886076,0.75
lolita,0.9433962264150944,0.9803921568627451,0.9433962264150944,0.9615384615384616
mode,0.8427672955974843,0.7976190476190477,0.8427672955974843,0.8195718654434252
natural,0.8837209302325582,0.8382352941176471,0.8837209302325582,0.8603773584905661
retro,0.8267716535433071,0.8203125,0.8267716535433071,0.823529411764706
rock,0.859504132231405,0.8062015503875969,0.859504132231405,0.8320000000000001
street,0.8701298701298701,0.9305555555555556,0.8701298701298701,0.8993288590604027
