class,acc,precision,recall,f1
conservative,0.6521739130434783,0.7758620689655172,0.6521739130434783,0.7086614173228347
dressy,0.8880597014925373,0.9834710743801653,0.8880597014925373,0.9333333333333335
ethnic,0.7364341085271318,0.9134615384615384,0.7364341085271318,0.815450643776824
fairy,0.8811188811188811,0.9473684210526315,0.8811188811188811,0.9130434782608695
feminine,0.8099173553719008,0.6490066225165563,0.8099173553719008,0.7205882352941175
gal,0.6853146853146853,0.8448275862068966,0.6853146853146853,0.7567567567567568
girlish,0.6265060240963856,0.5875706214689266,0.6265060240963856,0.6064139941690961
kireime-casual,0.6708860759493671,0.6838709677419355,0.6708860759493671,0.6773162939297125
lolita,0.975,0.8914285714285715,0.975,0.9313432835820894
mode,0.7735849056603774,0.76875,0.7735849056603774,0.7711598746081505
natural,0.7596899224806202,0.7967479674796748,0.7596899224806202,0.7777777777777777
retro,0.7795275590551181,0.6346153846153846,0.7795275590551181,0.6996466431095406
rock,0.8032786885245902,0.6490066225165563,0.8032786885245902,0.717948717948718
street,0.7777777777777778,0.8263888888888888,0.7777777777777778,0.8013468013468015
