class,acc,precision,recall,f1
conservative,0.8333333333333334,0.7278481012658228,0.8333333333333334,0.777027027027027
dressy,0.9776119402985075,0.9776119402985075,0.9776119402985075,0.9776119402985075
ethnic,0.8992248062015504,0.8285714285714286,0.8992248062015504,0.8624535315985131
fairy,0.972027972027972,0.9266666666666666,0.972027972027972,0.9488054607508531
feminine,0.8512396694214877,0.7686567164179104,0.8512396694214877,0.8078431372549021
gal,0.8741258741258742,0.8223684210526315,0.8741258741258742,0.8474576271186441
girlish,0.5903614457831325,0.784,0.5903614457831325,0.6735395189003437
kireime-casual,0.6835443037974683,0.6967741935483871,0.6835443037974683,0.6900958466453673
lolita,0.94375,0.9741935483870968,0.94375,0.9587301587301588
mode,0.779874213836478,0.8732394366197183,0.779874213836478,0.8239202657807309
natural,0.8527131782945736,0.7432432432432432,0.8527131782945736,0.7942238267148014
retro,0.8188976377952756,0.832,0.8188976377952756,0.8253968253968254
rock,0.768595041322314,0.8454545454545455,0.768595041322314,0.8051948051948052
street,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
