class,acc,precision,recall,f1
conservative,0.45652173913043476,0.2930232558139535,0.45652173913043476,0.35694050991501425
dressy,0.8962962962962963,0.5601851851851852,0.8962962962962963,0.6894586894586895
ethnic,0.1937984496124031,0.4098360655737705,0.1937984496124031,0.2631578947368421
fairy,0.6293706293706294,0.4712041884816754,0.6293706293706294,0.5389221556886228
feminine,0.15702479338842976,0.2159090909090909,0.15702479338842976,0.18181818181818182
gal,0.0979020979020979,0.3783783783783784,0.0979020979020979,0.15555555555555556
girlish,0.04216867469879518,0.2916666666666667,0.04216867469879518,0.07368421052631578
kireime-casual,0.4050632911392405,0.2723404255319149,0.4050632911392405,0.3256997455470738
lolita,0.64375,0.45374449339207046,0.64375,0.5322997416020672
mode,0.4088050314465409,0.3403141361256545,0.4088050314465409,0.3714285714285715
natural,0.3178294573643411,0.2578616352201258,0.3178294573643411,0.28472222222222215
retro,0.08661417322834646,0.4230769230769231,0.08661417322834646,0.1437908496732026
rock,0.35537190082644626,0.3359375,0.35537190082644626,0.3453815261044177
street,0.5359477124183006,0.44565217391304346,0.5359477124183006,0.48664688427299696
