class,acc,precision,recall,f1
conservative,0.7898550724637681,0.8257575757575758,0.7898550724637681,0.8074074074074075
dressy,0.9703703703703703,0.9357142857142857,0.9703703703703703,0.9527272727272726
ethnic,0.7829457364341085,0.8938053097345132,0.7829457364341085,0.8347107438016528
fairy,0.9230769230769231,0.9103448275862069,0.9230769230769231,0.9166666666666667
feminine,0.768595041322314,0.7153846153846154,0.768595041322314,0.7410358565737052
gal,0.8461538461538461,0.8642857142857143,0.8461538461538461,0.8551236749116607
girlish,0.6867469879518072,0.6666666666666666,0.6867469879518072,0.6765578635014836
kireime-casual,0.6835443037974683,0.7552447552447552,0.6835443037974683,0.717607973421927
lolita,0.9625,0.9447852760736196,0.9625,0.9535603715170279
mode,0.8616352201257862,0.8253012048192772,0.8616352201257862,0.8430769230769232
natural,0.875968992248062,0.7793103448275862,0.875968992248062,0.8248175182481752
retro,0.7637795275590551,0.8434782608695652,0.7637795275590551,0.8016528925619835
rock,0.8512396694214877,0.8174603174603174,0.8512396694214877,0.8340080971659919
street,0.8954248366013072,0.8954248366013072,0.8954248366013072,0.8954248366013072
