class,acc,precision,recall,f1
conservative,0.6594202898550725,0.7777777777777778,0.6594202898550725,0.7137254901960784
dressy,0.9477611940298507,0.9548872180451128,0.9477611940298507,0.9513108614232209
ethnic,0.7054263565891473,0.9285714285714286,0.7054263565891473,0.801762114537445
fairy,0.9236111111111112,0.9300699300699301,0.9236111111111112,0.926829268292683
feminine,0.6611570247933884,0.8888888888888888,0.6611570247933884,0.7582938388625592
gal,0.7482517482517482,0.84251968503937,0.7482517482517482,0.7925925925925926
girlish,0.6626506024096386,0.5339805825242718,0.6626506024096386,0.5913978494623656
kireime-casual,0.620253164556962,0.6447368421052632,0.620253164556962,0.6322580645161291
lolita,0.9245283018867925,0.9671052631578947,0.9245283018867925,0.9453376205787781
mode,0.8238993710691824,0.6328502415458938,0.8238993710691824,0.7158469945355191
natural,0.8062015503875969,0.6666666666666666,0.8062015503875969,0.7298245614035087
retro,0.7007874015748031,0.6846153846153846,0.7007874015748031,0.6926070038910507
rock,0.7272727272727273,0.7787610619469026,0.7272727272727273,0.752136752136752
street,0.8506493506493507,0.8291139240506329,0.8506493506493507,0.8397435897435898
