class,acc,precision,recall,f1
conservative,0.8985507246376812,0.5990338164251208,0.8985507246376812,0.7188405797101449
dressy,0.9776119402985075,0.9492753623188406,0.9776119402985075,0.9632352941176471
ethnic,0.8682170542635659,0.8888888888888888,0.8682170542635659,0.8784313725490195
fairy,0.951048951048951,0.9379310344827586,0.951048951048951,0.9444444444444445
feminine,0.8512396694214877,0.7686567164179104,0.8512396694214877,0.8078431372549021
gal,0.8951048951048951,0.810126582278481,0.8951048951048951,0.8504983388704319
girlish,0.608433734939759,0.7829457364341085,0.608433734939759,0.6847457627118644
kireime-casual,0.5759493670886076,0.6946564885496184,0.5759493670886076,0.629757785467128
lolita,0.95625,0.9745222929936306,0.95625,0.9652996845425867
mode,0.7987421383647799,0.8300653594771242,0.7987421383647799,0.8141025641025641
natural,0.8217054263565892,0.8412698412698413,0.8217054263565892,0.8313725490196078
retro,0.8031496062992126,0.8571428571428571,0.8031496062992126,0.8292682926829269
rock,0.8181818181818182,0.8319327731092437,0.8181818181818182,0.825
street,0.8571428571428571,0.9428571428571428,0.8571428571428571,0.8979591836734694
