class,acc,precision,recall,f1
conservative,0.7898550724637681,0.6942675159235668,0.7898550724637681,0.7389830508474576
dressy,0.9477611940298507,0.9769230769230769,0.9477611940298507,0.9621212121212122
ethnic,0.8294573643410853,0.8916666666666667,0.8294573643410853,0.8594377510040161
fairy,0.9444444444444444,0.9251700680272109,0.9444444444444444,0.9347079037800687
feminine,0.7933884297520661,0.7804878048780488,0.7933884297520661,0.7868852459016393
gal,0.8531468531468531,0.8356164383561644,0.8531468531468531,0.8442906574394463
girlish,0.6566265060240963,0.7517241379310344,0.6566265060240963,0.7009646302250804
kireime-casual,0.6455696202531646,0.7391304347826086,0.6455696202531646,0.6891891891891891
lolita,0.949685534591195,0.9617834394904459,0.949685534591195,0.9556962025316456
mode,0.8176100628930818,0.8387096774193549,0.8176100628930818,0.8280254777070064
natural,0.8837209302325582,0.8085106382978723,0.8837209302325582,0.8444444444444444
retro,0.8031496062992126,0.7727272727272727,0.8031496062992126,0.7876447876447876
rock,0.8429752066115702,0.8717948717948718,0.8429752066115702,0.8571428571428571
street,0.961038961038961,0.8505747126436781,0.961038961038961,0.9024390243902439
