class,acc,precision,recall,f1
conservative,0.8695652173913043,0.7407407407407407,0.8695652173913043,0.8
dressy,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
ethnic,0.9534883720930233,0.8092105263157895,0.9534883720930233,0.8754448398576512
fairy,0.9090909090909091,0.948905109489051,0.9090909090909091,0.9285714285714286
feminine,0.7851239669421488,0.811965811965812,0.7851239669421488,0.7983193277310925
gal,0.8601398601398601,0.8092105263157895,0.8601398601398601,0.8338983050847457
girlish,0.6144578313253012,0.7786259541984732,0.6144578313253012,0.6868686868686869
kireime-casual,0.620253164556962,0.8909090909090909,0.620253164556962,0.7313432835820896
lolita,0.9748427672955975,0.9567901234567902,0.9748427672955975,0.9657320872274143
mode,0.8176100628930818,0.8176100628930818,0.8176100628930818,0.8176100628930818
natural,0.9147286821705426,0.8027210884353742,0.9147286821705426,0.855072463768116
retro,0.84251968503937,0.8629032258064516,0.84251968503937,0.852589641434263
rock,0.8512396694214877,0.8110236220472441,0.8512396694214877,0.8306451612903226
street,0.9285714285714286,0.8562874251497006,0.9285714285714286,0.8909657320872274
