merge_key,style,blip_itm_score
dataset/girlish/girlish_1031.jpg,girlish,0.99935323
dataset/retro/retro_40.jpg,retro,0.957211
dataset/ethnic/ethnic_93.jpg,ethnic,0.9570444
dataset/kireime-casual/kireime-casual_415.jpg,kireime-casual,0.9988481
dataset/kireime-casual/kireime-casual_76.jpg,kireime-casual,0.9941665
dataset/fairy/fairy_188.jpg,fairy,0.9949372
dataset/natural/natural_12.jpg,natural,0.9995528
dataset/feminine/feminine_553.jpg,feminine,0.9993073
dataset/kireime-casual/kireime-casual_703.jpg,kireime-casual,0.9988838
dataset/lolita/lolita_714.jpg,lolita,0.9268928
dataset/fairy/fairy_630.jpg,fairy,0.12866963
dataset/retro/retro_270.jpg,retro,0.9987471
dataset/feminine/feminine_402.jpg,feminine,0.99990857
dataset/lolita/lolita_841.jpg,lolita,0.9919659
dataset/lolita/lolita_644.jpg,lolita,0.93270254
dataset/ethnic/ethnic_794.jpg,ethnic,0.9996505
dataset/dressy/dressy_23.jpg,dressy,0.14749748
dataset/street/street_888.jpg,street,0.98176986
dataset/rock/rock_80.jpg,rock,0.9993344
dataset/street/street_654.jpg,street,0.99724376
dataset/street/street_944.jpg,street,0.999619
dataset/street/street_602.jpg,street,0.9986041
dataset/gal/gal_105.jpg,gal,0.9610829
dataset/street/street_112.jpg,street,0.8052939
dataset/girlish/girlish_1000.jpg,girlish,0.9831814
dataset/mode/mode_8.jpg,mode,0.6141343
dataset/girlish/girlish_293.jpg,girlish,0.9941168
dataset/mode/mode_450.jpg,mode,0.99742234
dataset/gal/gal_83.jpg,gal,0.9985153
dataset/dressy/dressy_87.jpg,dressy,0.8989674
dataset/girlish/girlish_676.jpg,girlish,0.9748342
dataset/girlish/girlish_627.jpg,girlish,0.99933916
dataset/girlish/girlish_308.jpg,girlish,0.97283417
dataset/ethnic/ethnic_285.jpg,ethnic,0.9906641
dataset/conservative/conservative_381.jpg,conservative,0.9996804
dataset/mode/mode_295.jpg,mode,0.96223414
dataset/natural/natural_830.jpg,natural,0.9938548
dataset/fairy/fairy_733.jpg,fairy,0.969557
dataset/mode/mode_715.jpg,mode,0.95861393
dataset/retro/retro_360.jpg,retro,0.9987463
dataset/gal/gal_817.jpg,gal,0.99840325
dataset/gal/gal_869.jpg,gal,0.97345
dataset/natural/natural_85.jpg,natural,0.98417974
dataset/gal/gal_791.jpg,gal,0.9697557
dataset/retro/retro_716.jpeg,retro,0.99929774
dataset/feminine/feminine_333.jpg,feminine,0.9888138
dataset/fairy/fairy_45.jpg,fairy,0.9924372
dataset/mode/mode_255.jpg,mode,0.98385197
dataset/mode/mode_1013.jpg,mode,0.99912745
dataset/fairy/fairy_26.jpg,fairy,0.98408127
dataset/conservative/conservative_537.jpg,conservative,0.9914962
dataset/natural/natural_406.jpg,natural,0.9473698
dataset/girlish/girlish_597.jpg,girlish,0.87937474
dataset/girlish/girlish_897.jpg,girlish,0.9910595
dataset/mode/mode_409.jpg,mode,0.99490744
dataset/retro/retro_262.jpg,retro,0.9625984
dataset/natural/natural_655.jpg,natural,0.9587005
dataset/dressy/dressy_26.jpg,dressy,0.9994715
dataset/dressy/dressy_116.jpg,dressy,0.9958819
dataset/conservative/conservative_127.jpg,conservative,0.9970409
dataset/mode/mode_630.jpg,mode,0.97770506
dataset/retro/retro_639.jpeg,retro,0.9106302
dataset/natural/natural_241.jpg,natural,0.9692044
dataset/street/street_659.jpg,street,0.9997892
dataset/fairy/fairy_51.jpg,fairy,0.999912
dataset/girlish/girlish_797.jpg,girlish,0.99845123
dataset/feminine/feminine_10.jpg,feminine,0.9995648
dataset/natural/natural_682.jpeg,natural,0.99980956
dataset/lolita/lolita_585.jpg,lolita,0.9965714
dataset/rock/rock_665.jpg,rock,0.99981993
dataset/girlish/girlish_78.jpg,girlish,0.8719974
dataset/fairy/fairy_749.jpg,fairy,0.9994972
dataset/lolita/lolita_645.jpg,lolita,0.9987129
dataset/rock/rock_796.jpg,rock,0.9827703
dataset/girlish/girlish_515.jpg,girlish,0.05815534
dataset/conservative/conservative_413.jpg,conservative,0.99840087
dataset/street/street_19.jpg,street,0.9994344
dataset/mode/mode_971.jpg,mode,0.99484915
dataset/gal/gal_513.jpg,gal,0.9706472
dataset/lolita/lolita_856.jpg,lolita,0.99961436
dataset/lolita/lolita_708.jpg,lolita,0.8983096
dataset/conservative/conservative_143.jpg,conservative,0.99780995
dataset/gal/gal_228.jpg,gal,0.9995548
dataset/rock/rock_776.jpg,rock,0.99963045
dataset/ethnic/ethnic_385.jpg,ethnic,0.999426
dataset/gal/gal_337.jpg,gal,0.9982722
dataset/rock/rock_55.jpg,rock,0.99654776
dataset/girlish/girlish_419.jpg,girlish,0.9980932
dataset/retro/retro_719.jpeg,retro,0.99980086
dataset/dressy/dressy_647.jpg,dressy,0.9996443
dataset/dressy/dressy_248.jpg,dressy,0.5404567
dataset/conservative/conservative_639.jpg,conservative,0.99681276
dataset/conservative/conservative_707.jpg,conservative,0.9997671
dataset/feminine/feminine_117.jpg,feminine,0.99176675
dataset/feminine/feminine_252.jpeg,feminine,0.9072259
dataset/girlish/girlish_48.jpg,girlish,0.43057445
dataset/feminine/feminine_100.jpg,feminine,0.9963505
dataset/rock/rock_450.jpg,rock,0.52241766
dataset/kireime-casual/kireime-casual_434.jpg,kireime-casual,0.99968696
dataset/fairy/fairy_714.jpg,fairy,0.9891461
dataset/dressy/dressy_692.jpg,dressy,0.9841599
dataset/retro/retro_20.jpg,retro,0.9995332
dataset/street/street_578.jpg,street,0.99671316
dataset/ethnic/ethnic_200.jpg,ethnic,0.9986242
dataset/natural/natural_316.png,natural,0.9974009
dataset/feminine/feminine_181.jpg,feminine,0.9996978
dataset/retro/retro_608.jpg,retro,0.9489283
dataset/ethnic/ethnic_85.jpg,ethnic,0.9811116
dataset/lolita/lolita_242.jpg,lolita,0.99846244
dataset/retro/retro_710.jpg,retro,0.9907165
dataset/kireime-casual/kireime-casual_352.jpg,kireime-casual,0.89758986
dataset/kireime-casual/kireime-casual_209.jpg,kireime-casual,0.9996427
dataset/retro/retro_328.jpg,retro,0.99898213
dataset/rock/rock_429.jpg,rock,0.99690884
dataset/dressy/dressy_499.jpg,dressy,0.9229916
dataset/conservative/conservative_464.jpg,conservative,0.81121594
dataset/fairy/fairy_202.jpg,fairy,0.9955598
dataset/mode/mode_589.jpg,mode,0.85122275
dataset/feminine/feminine_341.jpg,feminine,0.9992225
dataset/mode/mode_91.jpg,mode,0.9609363
dataset/mode/mode_677.jpg,mode,0.03998266
dataset/feminine/feminine_746.jpg,feminine,0.9992311
dataset/lolita/lolita_239.jpg,lolita,0.9872348
dataset/mode/mode_322.jpg,mode,0.01452766
dataset/fairy/fairy_253.jpg,fairy,0.9877263
dataset/kireime-casual/kireime-casual_834.jpg,kireime-casual,0.9943479
dataset/natural/natural_809.jpg,natural,0.9789186
dataset/girlish/girlish_952.jpg,girlish,0.8823535
dataset/lolita/lolita_319.jpg,lolita,0.9975867
dataset/lolita/lolita_455.jpg,lolita,0.9978421
dataset/street/street_935.jpg,street,0.61584806
dataset/rock/rock_483.jpg,rock,0.99633753
dataset/dressy/dressy_450.jpg,dressy,0.99725217
dataset/girlish/girlish_106.jpg,girlish,0.73890686
dataset/street/street_829.jpg,street,0.99772006
dataset/street/street_203.jpg,street,0.6417668
dataset/conservative/conservative_757.jpg,conservative,0.9991442
dataset/gal/gal_62.jpg,gal,0.944662
dataset/retro/retro_338.jpg,retro,0.9847718
dataset/lolita/lolita_667.jpg,lolita,0.95677465
dataset/fairy/fairy_468.jpg,fairy,0.98101
dataset/natural/natural_335.jpeg,natural,0.9494244
dataset/street/street_986.jpg,street,0.9998709
dataset/girlish/girlish_680.png,girlish,0.94697034
dataset/feminine/feminine_356.jpg,feminine,0.99953973
dataset/street/street_613.jpg,street,0.989288
dataset/fairy/fairy_266.jpg,fairy,0.99922323
dataset/gal/gal_903.png,gal,0.992898
dataset/kireime-casual/kireime-casual_979.jpg,kireime-casual,0.9133137
dataset/conservative/conservative_300.jpg,conservative,0.9978198
dataset/mode/mode_880.jpg,mode,0.92255014
dataset/kireime-casual/kireime-casual_36.jpg,kireime-casual,0.99525636
dataset/feminine/feminine_376.jpg,feminine,0.99976486
dataset/kireime-casual/kireime-casual_263.jpg,kireime-casual,0.98839337
dataset/mode/mode_637.jpg,mode,0.97779375
dataset/mode/mode_187.jpg,mode,0.9969375
dataset/rock/rock_195.jpg,rock,0.9996586
dataset/rock/rock_405.jpg,rock,0.99976736
dataset/kireime-casual/kireime-casual_891.jpg,kireime-casual,0.99854136
dataset/mode/mode_668.jpg,mode,0.99937904
dataset/street/street_433.jpg,street,0.9987257
dataset/feminine/feminine_707.jpg,feminine,0.9989158
dataset/retro/retro_413.jpg,retro,0.99979156
dataset/lolita/lolita_535.jpg,lolita,0.9838022
dataset/street/street_331.jpg,street,0.99994755
dataset/rock/rock_320.jpg,rock,0.9992895
dataset/conservative/conservative_711.jpg,conservative,0.9937232
dataset/ethnic/ethnic_399.jpg,ethnic,0.97769904
dataset/ethnic/ethnic_107.jpg,ethnic,0.45679364
dataset/feminine/feminine_141.jpg,feminine,0.7558806
dataset/mode/mode_910.jpg,mode,0.99486595
dataset/natural/natural_183.jpg,natural,0.9912527
dataset/lolita/lolita_613.jpg,lolita,0.59232956
dataset/girlish/girlish_819.jpg,girlish,0.9981988
dataset/fairy/fairy_744.jpg,fairy,0.98119223
dataset/girlish/girlish_582.jpg,girlish,0.40146887
dataset/retro/retro_104.jpg,retro,0.9996964
dataset/feminine/feminine_420.jpg,feminine,0.9770363
dataset/rock/rock_471.jpg,rock,0.99455875
dataset/lolita/lolita_1039.jpg,lolita,0.9791012
dataset/street/street_174.jpg,street,0.9995302
dataset/girlish/girlish_578.jpg,girlish,0.9990207
dataset/mode/mode_244.jpg,mode,0.09479571
dataset/fairy/fairy_312.jpg,fairy,0.972671
dataset/dressy/dressy_857.jpg,dressy,0.9563582
dataset/fairy/fairy_911.jpg,fairy,0.9867997
dataset/rock/rock_731.jpg,rock,0.92587674
dataset/gal/gal_462.jpg,gal,0.9976853
dataset/street/street_842.jpg,street,0.9994398
dataset/fairy/fairy_166.jpg,fairy,0.9980611
dataset/feminine/feminine_223.jpg,feminine,0.9456559
dataset/gal/gal_729.jpg,gal,0.92390627
dataset/feminine/feminine_531.jpg,feminine,0.99850106
dataset/feminine/feminine_401.jpg,feminine,0.99966896
dataset/street/street_737.jpeg,street,0.9996654
dataset/natural/natural_202.jpg,natural,0.70961255
dataset/natural/natural_839.jpg,natural,0.9934777
dataset/mode/mode_395.jpg,mode,0.98672616
dataset/conservative/conservative_323.jpg,conservative,0.9998054
dataset/natural/natural_584.jpg,natural,0.5002996
dataset/fairy/fairy_902.png,fairy,0.9902794
dataset/girlish/girlish_618.jpg,girlish,0.84548783
dataset/ethnic/ethnic_350.jpg,ethnic,0.9871237
dataset/fairy/fairy_191.jpg,fairy,0.81225026
dataset/natural/natural_223.jpg,natural,0.99618834
dataset/mode/mode_338.jpg,mode,0.9937016
dataset/mode/mode_434.jpg,mode,0.9322171
dataset/ethnic/ethnic_510.jpg,ethnic,0.9957112
dataset/street/street_660.jpg,street,0.99820733
dataset/mode/mode_309.jpg,mode,0.8179126
dataset/mode/mode_606.jpg,mode,0.908966
dataset/kireime-casual/kireime-casual_655.jpg,kireime-casual,0.9872067
dataset/kireime-casual/kireime-casual_19.jpg,kireime-casual,0.9304976
dataset/girlish/girlish_591.jpg,girlish,0.9991648
dataset/dressy/dressy_729.jpg,dressy,0.9935095
dataset/mode/mode_895.jpg,mode,0.9333539
dataset/kireime-casual/kireime-casual_325.jpg,kireime-casual,0.98803085
dataset/feminine/feminine_281.jpg,feminine,0.9830655
dataset/girlish/girlish_211.jpg,girlish,0.43228
dataset/rock/rock_338.jpg,rock,0.99567753
dataset/mode/mode_682.jpg,mode,0.9965353
dataset/gal/gal_448.jpg,gal,0.9979608
dataset/natural/natural_601.jpg,natural,0.982438
dataset/rock/rock_371.jpg,rock,0.99541867
dataset/dressy/dressy_436.jpg,dressy,0.99595
dataset/ethnic/ethnic_248.jpg,ethnic,0.99705696
dataset/rock/rock_443.jpg,rock,0.9456648
dataset/dressy/dressy_825.jpg,dressy,0.95305693
dataset/feminine/feminine_355.jpg,feminine,0.99978656
dataset/kireime-casual/kireime-casual_690.jpg,kireime-casual,0.9998518
dataset/retro/retro_277.jpg,retro,0.5090466
dataset/kireime-casual/kireime-casual_993.jpg,kireime-casual,0.9448216
dataset/kireime-casual/kireime-casual_895.jpg,kireime-casual,0.9974661
dataset/gal/gal_842.jpg,gal,0.9958735
dataset/dressy/dressy_735.jpg,dressy,0.97084326
dataset/gal/gal_269.jpg,gal,0.96521133
dataset/feminine/feminine_171.jpg,feminine,0.99738544
dataset/natural/natural_62.jpg,natural,0.9962475
dataset/ethnic/ethnic_810.jpg,ethnic,0.99641293
dataset/ethnic/ethnic_811.jpg,ethnic,0.987394
dataset/feminine/feminine_418.jpg,feminine,0.9990938
dataset/dressy/dressy_375.jpg,dressy,0.9999087
dataset/fairy/fairy_535.jpg,fairy,0.995073
dataset/dressy/dressy_746.jpg,dressy,0.982758
dataset/conservative/conservative_654.jpg,conservative,0.996333
dataset/mode/mode_726.jpg,mode,0.99246264
dataset/mode/mode_709.jpg,mode,0.9985695
dataset/conservative/conservative_226.jpg,conservative,0.9995152
dataset/retro/retro_482.jpeg,retro,0.99927634
dataset/mode/mode_921.jpg,mode,0.9054253
dataset/kireime-casual/kireime-casual_167.png,kireime-casual,0.9990221
dataset/rock/rock_110.jpg,rock,0.99623555
dataset/street/street_286.jpg,street,0.997532
dataset/retro/retro_89.jpg,retro,0.89737964
dataset/kireime-casual/kireime-casual_634.jpg,kireime-casual,0.99882346
dataset/lolita/lolita_571.jpg,lolita,0.9827345
dataset/lolita/lolita_272.jpg,lolita,0.9997216
dataset/natural/natural_541.jpeg,natural,0.96998197
dataset/kireime-casual/kireime-casual_104.jpg,kireime-casual,0.95284814
dataset/natural/natural_694.jpeg,natural,0.9991486
dataset/mode/mode_851.jpg,mode,0.6204822
dataset/street/street_733.jpg,street,0.97735435
dataset/lolita/lolita_284.jpg,lolita,0.93202955
dataset/natural/natural_810.jpg,natural,0.91075575
dataset/dressy/dressy_817.jpg,dressy,0.99905616
dataset/kireime-casual/kireime-casual_362.jpg,kireime-casual,0.9785755
dataset/natural/natural_561.jpg,natural,0.962013
dataset/lolita/lolita_665.jpg,lolita,0.9921095
dataset/girlish/girlish_655.jpg,girlish,0.9695507
dataset/feminine/feminine_415.jpg,feminine,0.9854338
dataset/fairy/fairy_952.png,fairy,0.9699472
dataset/fairy/fairy_148.jpg,fairy,0.8676917
dataset/street/street_1003.jpg,street,0.9999378
dataset/retro/retro_787.png,retro,0.99247277
dataset/rock/rock_179.jpg,rock,0.99332833
dataset/lolita/lolita_105.jpg,lolita,0.9984786
dataset/kireime-casual/kireime-casual_1021.jpg,kireime-casual,0.99843806
dataset/fairy/fairy_871.jpg,fairy,0.9919703
dataset/rock/rock_804.jpg,rock,0.99811053
dataset/ethnic/ethnic_303.jpg,ethnic,0.9989686
dataset/feminine/feminine_596.jpg,feminine,0.9965276
dataset/mode/mode_940.jpg,mode,0.75419366
dataset/kireime-casual/kireime-casual_311.jpg,kireime-casual,0.81897795
dataset/lolita/lolita_1016.jpg,lolita,0.99951375
dataset/dressy/dressy_412.jpg,dressy,0.94334936
dataset/girlish/girlish_294.jpg,girlish,0.46204498
dataset/conservative/conservative_550.jpg,conservative,0.9979685
dataset/retro/retro_53.jpg,retro,0.9995989
dataset/street/street_599.jpg,street,0.051894855
dataset/rock/rock_777.jpg,rock,0.99020934
dataset/dressy/dressy_256.jpg,dressy,0.9931779
dataset/rock/rock_200.jpg,rock,0.99841416
dataset/natural/natural_314.jpg,natural,0.9628914
dataset/ethnic/ethnic_806.jpg,ethnic,0.9619415
dataset/feminine/feminine_316.jpg,feminine,0.98780537
dataset/retro/retro_465.jpg,retro,0.99978465
dataset/lolita/lolita_831.jpg,lolita,0.99961793
dataset/lolita/lolita_323.jpg,lolita,0.9459422
dataset/dressy/dressy_244.jpg,dressy,0.99982446
dataset/retro/retro_490.jpg,retro,0.99951565
dataset/feminine/feminine_311.jpg,feminine,0.9853167
dataset/rock/rock_442.jpg,rock,0.99963987
dataset/rock/rock_142.jpg,rock,0.9988734
dataset/conservative/conservative_922.jpg,conservative,0.9996842
dataset/kireime-casual/kireime-casual_276.jpg,kireime-casual,0.9767181
dataset/lolita/lolita_855.jpg,lolita,0.070794776
dataset/conservative/conservative_915.jpg,conservative,0.98892725
dataset/dressy/dressy_792.jpg,dressy,0.98983735
dataset/ethnic/ethnic_603.jpg,ethnic,0.9632156
dataset/retro/retro_27.jpg,retro,0.96617746
dataset/rock/rock_628.jpg,rock,0.99535394
dataset/girlish/girlish_581.jpg,girlish,0.9563051
dataset/mode/mode_511.jpg,mode,0.9929212
dataset/rock/rock_506.jpg,rock,0.99969804
dataset/girlish/girlish_333.jpg,girlish,0.99246913
dataset/feminine/feminine_291.jpg,feminine,0.9987852
dataset/mode/mode_197.jpg,mode,0.609036
dataset/street/street_222.jpg,street,0.9959371
dataset/girlish/girlish_958.jpg,girlish,0.9933802
dataset/mode/mode_587.jpg,mode,0.99893266
dataset/gal/gal_844.jpg,gal,0.99990785
dataset/gal/gal_306.jpg,gal,0.89450663
dataset/retro/retro_129.jpg,retro,0.99474007
dataset/ethnic/ethnic_270.jpg,ethnic,0.99910337
dataset/natural/natural_506.jpg,natural,0.9815859
dataset/street/street_226.jpg,street,0.90956426
dataset/gal/gal_404.jpg,gal,0.95678014
dataset/lolita/lolita_120.jpg,lolita,0.9942669
dataset/kireime-casual/kireime-casual_59.jpg,kireime-casual,0.9988732
dataset/street/street_750.jpg,street,0.9718835
dataset/lolita/lolita_931.jpg,lolita,0.99816436
dataset/ethnic/ethnic_212.jpg,ethnic,0.994086
dataset/lolita/lolita_168.jpg,lolita,0.5476321
dataset/conservative/conservative_465.jpg,conservative,0.9993678
dataset/girlish/girlish_731.jpg,girlish,0.99949753
dataset/rock/rock_212.jpg,rock,0.99977726
dataset/kireime-casual/kireime-casual_381.jpg,kireime-casual,0.91951966
dataset/lolita/lolita_143.jpg,lolita,0.99803334
dataset/feminine/feminine_54.jpg,feminine,0.9963652
dataset/lolita/lolita_235.jpg,lolita,0.9786904
dataset/gal/gal_803.jpg,gal,0.97115505
dataset/dressy/dressy_459.jpg,dressy,0.9996586
dataset/mode/mode_547.jpg,mode,0.9992779
dataset/mode/mode_178.jpg,mode,0.9684572
dataset/mode/mode_462.jpg,mode,0.9774835
dataset/lolita/lolita_780.jpg,lolita,0.994288
dataset/lolita/lolita_339.jpg,lolita,0.9975343
dataset/mode/mode_456.jpg,mode,0.99634486
dataset/dressy/dressy_861.jpg,dressy,0.9966312
dataset/feminine/feminine_587.jpg,feminine,0.983023
dataset/kireime-casual/kireime-casual_13.jpg,kireime-casual,0.9997905
dataset/ethnic/ethnic_184.jpg,ethnic,0.99973685
dataset/kireime-casual/kireime-casual_464.jpg,kireime-casual,0.9987902
dataset/natural/natural_17.jpg,natural,0.75110555
dataset/girlish/girlish_194.jpg,girlish,0.50926614
dataset/kireime-casual/kireime-casual_479.jpg,kireime-casual,0.9998036
dataset/conservative/conservative_345.png,conservative,0.99981433
dataset/fairy/fairy_528.jpg,fairy,0.1269001
dataset/natural/natural_365.jpg,natural,0.9215564
dataset/mode/mode_672.jpg,mode,0.9589591
dataset/natural/natural_753.jpg,natural,0.9997209
dataset/natural/natural_786.jpg,natural,0.9996779
dataset/dressy/dressy_113.jpg,dressy,0.97549826
dataset/fairy/fairy_573.jpg,fairy,0.9998561
dataset/retro/retro_241.jpg,retro,0.4020851
dataset/kireime-casual/kireime-casual_407.jpg,kireime-casual,0.99455583
dataset/natural/natural_493.jpg,natural,0.0402344
dataset/girlish/girlish_764.jpg,girlish,0.9997205
dataset/ethnic/ethnic_859.jpg,ethnic,0.9910335
dataset/fairy/fairy_866.jpg,fairy,0.89599603
dataset/conservative/conservative_45.jpg,conservative,0.98185676
dataset/fairy/fairy_113.jpg,fairy,0.9462366
dataset/feminine/feminine_803.jpg,feminine,0.985796
dataset/ethnic/ethnic_301.jpg,ethnic,0.99741626
dataset/feminine/feminine_57.jpg,feminine,0.9847741
dataset/lolita/lolita_846.jpg,lolita,0.91769725
dataset/ethnic/ethnic_663.jpg,ethnic,0.21982627
dataset/mode/mode_468.jpg,mode,0.9972721
