merge_key,style,blip_itm_score
dataset/fairy/fairy_202.jpg,fairy,0.9955598
dataset/gal/gal_795.jpg,gal,0.9784238
dataset/mode/mode_270.jpg,mode,0.8843631
dataset/street/street_102.jpg,street,0.99995804
dataset/mode/mode_962.jpg,mode,0.999466
dataset/fairy/fairy_145.jpg,fairy,0.9957694
dataset/gal/gal_846.jpg,gal,0.9693777
dataset/street/street_969.jpg,street,0.9964888
dataset/ethnic/ethnic_12.jpg,ethnic,0.95407736
dataset/street/street_48.jpg,street,0.8984281
dataset/ethnic/ethnic_316.jpg,ethnic,0.954085
dataset/retro/retro_7.jpg,retro,0.99472344
dataset/retro/retro_830.png,retro,0.9861536
dataset/retro/retro_404.jpg,retro,0.99936837
dataset/feminine/feminine_77.jpg,feminine,0.9995491
dataset/conservative/conservative_219.jpg,conservative,0.9996414
dataset/girlish/girlish_545.jpg,girlish,0.9994574
dataset/gal/gal_383.jpg,gal,0.9047179
dataset/mode/mode_979.jpg,mode,0.99309736
dataset/kireime-casual/kireime-casual_140.jpg,kireime-casual,0.99916255
dataset/conservative/conservative_646.jpg,conservative,0.9708845
dataset/street/street_388.jpg,street,0.7360582
dataset/feminine/feminine_512.jpg,feminine,0.9984781
dataset/mode/mode_561.jpg,mode,0.9907707
dataset/kireime-casual/kireime-casual_689.jpg,kireime-casual,0.9995158
dataset/fairy/fairy_481.jpg,fairy,0.9948178
dataset/retro/retro_135.png,retro,0.9998093
dataset/retro/retro_39.jpg,retro,0.99993694
dataset/kireime-casual/kireime-casual_438.jpg,kireime-casual,0.97308886
dataset/rock/rock_700.jpg,rock,0.98247784
dataset/lolita/lolita_986.jpg,lolita,0.90832
dataset/street/street_1003.jpg,street,0.9999378
dataset/street/street_853.jpg,street,0.99948573
dataset/street/street_139.jpg,street,0.9758734
dataset/kireime-casual/kireime-casual_344.jpg,kireime-casual,0.961492
dataset/retro/retro_703.jpg,retro,0.45260078
dataset/ethnic/ethnic_194.jpg,ethnic,0.9270056
dataset/mode/mode_223.jpg,mode,0.9534957
dataset/rock/rock_221.jpg,rock,0.9932192
dataset/retro/retro_15.jpeg,retro,0.99187887
dataset/girlish/girlish_967.jpg,girlish,0.99937445
dataset/rock/rock_344.jpg,rock,0.9996105
dataset/street/street_125.jpg,street,0.5728389
dataset/fairy/fairy_541.jpg,fairy,0.94622135
dataset/conservative/conservative_426.jpg,conservative,0.99927896
dataset/ethnic/ethnic_323.jpg,ethnic,0.99961865
dataset/feminine/feminine_709.jpg,feminine,0.9395931
dataset/feminine/feminine_516.jpg,feminine,0.9973412
dataset/girlish/girlish_496.jpg,girlish,0.9979966
dataset/kireime-casual/kireime-casual_788.jpg,kireime-casual,0.99907625
dataset/ethnic/ethnic_761.jpg,ethnic,0.9970599
dataset/retro/retro_145.jpg,retro,0.9945734
dataset/retro/retro_705.jpg,retro,0.99649173
dataset/kireime-casual/kireime-casual_513.jpg,kireime-casual,0.99954766
dataset/natural/natural_680.jpeg,natural,0.6278524
dataset/retro/retro_191.jpg,retro,0.84803766
dataset/conservative/conservative_915.jpg,conservative,0.98892725
dataset/conservative/conservative_497.jpg,conservative,0.9546695
dataset/ethnic/ethnic_415.jpg,ethnic,0.7077563
dataset/kireime-casual/kireime-casual_213.png,kireime-casual,0.87025326
dataset/retro/retro_615.jpg,retro,0.99900633
dataset/rock/rock_129.jpg,rock,0.9714736
dataset/street/street_539.jpg,street,0.87439716
dataset/kireime-casual/kireime-casual_1007.jpg,kireime-casual,0.6824449
dataset/natural/natural_861.jpg,natural,0.9952676
dataset/street/street_343.jpg,street,0.99971217
dataset/conservative/conservative_365.jpg,conservative,0.9894872
dataset/conservative/conservative_359.jpg,conservative,0.9373289
dataset/lolita/lolita_508.jpg,lolita,0.97189504
dataset/natural/natural_314.jpg,natural,0.9628914
dataset/conservative/conservative_245.jpg,conservative,0.99810493
dataset/gal/gal_520.jpg,gal,0.49028796
dataset/girlish/girlish_85.png,girlish,0.99823487
dataset/girlish/girlish_588.jpg,girlish,0.88611144
dataset/girlish/girlish_777.jpg,girlish,0.99988556
dataset/conservative/conservative_620.jpg,conservative,0.99639624
dataset/retro/retro_28.jpg,retro,0.98665535
dataset/fairy/fairy_597.jpg,fairy,0.99568695
dataset/dressy/dressy_384.jpg,dressy,0.9542583
dataset/natural/natural_364.jpg,natural,0.9287972
dataset/mode/mode_873.jpg,mode,0.99954945
dataset/kireime-casual/kireime-casual_1011.jpeg,kireime-casual,0.9876916
dataset/kireime-casual/kireime-casual_1031.jpg,kireime-casual,0.9585945
dataset/dressy/dressy_458.jpg,dressy,0.9587856
dataset/street/street_115.jpg,street,0.99969995
dataset/lolita/lolita_463.jpg,lolita,0.99936193
dataset/conservative/conservative_410.jpg,conservative,0.9996991
dataset/retro/retro_177.jpg,retro,0.999882
dataset/lolita/lolita_932.jpg,lolita,0.9982962
dataset/street/street_734.jpg,street,0.98885614
dataset/lolita/lolita_34.jpg,lolita,0.941075
dataset/natural/natural_348.jpg,natural,0.9995771
dataset/mode/mode_1024.jpg,mode,0.99245787
dataset/ethnic/ethnic_103.jpg,ethnic,0.7639583
dataset/street/street_91.jpg,street,0.97236574
dataset/mode/mode_450.jpg,mode,0.99742234
