class,acc,precision,recall,f1
conservative,0.7971014492753623,0.7482993197278912,0.7971014492753623,0.7719298245614036
dressy,0.9555555555555556,0.9347826086956522,0.9555555555555556,0.945054945054945
ethnic,0.8992248062015504,0.8345323741007195,0.8992248062015504,0.8656716417910448
fairy,0.9090909090909091,0.9420289855072463,0.9090909090909091,0.9252669039145908
feminine,0.7851239669421488,0.8407079646017699,0.7851239669421488,0.811965811965812
gal,0.8531468531468531,0.8905109489051095,0.8531468531468531,0.8714285714285714
girlish,0.608433734939759,0.7593984962406015,0.608433734939759,0.6755852842809366
kireime-casual,0.7784810126582279,0.7321428571428571,0.7784810126582279,0.754601226993865
lolita,0.9748427672955975,0.950920245398773,0.9748427672955975,0.9627329192546584
mode,0.8301886792452831,0.8048780487804879,0.8301886792452831,0.8173374613003096
natural,0.8604651162790697,0.8473282442748091,0.8604651162790697,0.8538461538461538
retro,0.84251968503937,0.781021897810219,0.84251968503937,0.8106060606060607
rock,0.8181818181818182,0.792,0.8181818181818182,0.8048780487804879
street,0.8961038961038961,0.9261744966442953,0.8961038961038961,0.9108910891089109
