class,acc,precision,recall,f1
conservative,0.7518248175182481,0.8046875,0.7518248175182481,0.7773584905660377
dressy,0.9703703703703703,0.9924242424242424,0.9703703703703703,0.9812734082397003
ethnic,0.8372093023255814,0.8372093023255814,0.8372093023255814,0.8372093023255814
fairy,0.965034965034965,0.9387755102040817,0.965034965034965,0.9517241379310345
feminine,0.8347107438016529,0.7769230769230769,0.8347107438016529,0.8047808764940239
gal,0.8461538461538461,0.8287671232876712,0.8461538461538461,0.8373702422145328
girlish,0.7530120481927711,0.7309941520467836,0.7530120481927711,0.741839762611276
kireime-casual,0.7151898734177216,0.738562091503268,0.7151898734177216,0.7266881028938906
lolita,0.9559748427672956,0.9934640522875817,0.9559748427672956,0.9743589743589743
mode,0.8930817610062893,0.8819875776397516,0.8930817610062893,0.8875000000000001
natural,0.8682170542635659,0.8175182481751825,0.8682170542635659,0.8421052631578947
retro,0.8267716535433071,0.8467741935483871,0.8267716535433071,0.8366533864541833
rock,0.9098360655737705,0.8740157480314961,0.9098360655737705,0.891566265060241
street,0.8766233766233766,0.9375,0.8766233766233766,0.9060402684563759
