class,acc,precision,recall,f1
conservative,0.8623188405797102,0.8206896551724138,0.8623188405797102,0.8409893992932863
dressy,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629
ethnic,0.875968992248062,0.8692307692307693,0.875968992248062,0.8725868725868725
fairy,0.9370629370629371,0.9241379310344827,0.9370629370629371,0.9305555555555555
feminine,0.8181818181818182,0.7674418604651163,0.8181818181818182,0.792
gal,0.8811188811188811,0.8513513513513513,0.8811188811188811,0.8659793814432989
girlish,0.6325301204819277,0.7553956834532374,0.6325301204819277,0.6885245901639343
kireime-casual,0.7848101265822784,0.7654320987654321,0.7848101265822784,0.7749999999999999
lolita,0.9685534591194969,0.9447852760736196,0.9685534591194969,0.9565217391304347
mode,0.8553459119496856,0.8774193548387097,0.8553459119496856,0.8662420382165605
natural,0.8992248062015504,0.8285714285714286,0.8992248062015504,0.8624535315985131
retro,0.7952755905511811,0.8487394957983193,0.7952755905511811,0.8211382113821137
rock,0.7933884297520661,0.8067226890756303,0.7933884297520661,0.8
street,0.8831168831168831,0.8888888888888888,0.8831168831168831,0.8859934853420196
