class,acc,precision,recall,f1
conservative,0.7608695652173914,0.7664233576642335,0.7608695652173914,0.7636363636363637
dressy,0.9776119402985075,0.9424460431654677,0.9776119402985075,0.9597069597069597
ethnic,0.8914728682170543,0.782312925170068,0.8914728682170543,0.8333333333333334
fairy,0.9370629370629371,0.950354609929078,0.9370629370629371,0.9436619718309859
feminine,0.8677685950413223,0.7191780821917808,0.8677685950413223,0.7865168539325843
gal,0.8531468531468531,0.8356164383561644,0.8531468531468531,0.8442906574394463
girlish,0.5481927710843374,0.7647058823529411,0.5481927710843374,0.6385964912280702
kireime-casual,0.7215189873417721,0.6705882352941176,0.7215189873417721,0.6951219512195121
lolita,0.96875,0.9567901234567902,0.96875,0.9627329192546584
mode,0.779874213836478,0.8435374149659864,0.779874213836478,0.8104575163398693
natural,0.8992248062015504,0.7581699346405228,0.8992248062015504,0.8226950354609929
retro,0.7401574803149606,0.8703703703703703,0.7401574803149606,0.8
rock,0.8512396694214877,0.7923076923076923,0.8512396694214877,0.8207171314741036
street,0.8571428571428571,0.9635036496350365,0.8571428571428571,0.9072164948453608
