class,acc,precision,recall,f1
conservative,0.7898550724637681,0.8257575757575758,0.7898550724637681,0.8074074074074075
dressy,0.9629629629629629,0.9701492537313433,0.9629629629629629,0.966542750929368
ethnic,0.8914728682170543,0.8582089552238806,0.8914728682170543,0.8745247148288975
fairy,0.8811188811188811,0.8936170212765957,0.8811188811188811,0.8873239436619719
feminine,0.8181818181818182,0.7795275590551181,0.8181818181818182,0.7983870967741935
gal,0.8321678321678322,0.85,0.8321678321678322,0.8409893992932862
girlish,0.7108433734939759,0.7612903225806451,0.7108433734939759,0.735202492211838
kireime-casual,0.7341772151898734,0.7204968944099379,0.7341772151898734,0.7272727272727274
lolita,0.93125,0.9197530864197531,0.93125,0.9254658385093167
mode,0.9182389937106918,0.7978142076502732,0.9182389937106918,0.8538011695906433
natural,0.8449612403100775,0.8384615384615385,0.8449612403100775,0.8416988416988418
retro,0.7952755905511811,0.8015873015873016,0.7952755905511811,0.7984189723320158
rock,0.7933884297520661,0.8,0.7933884297520661,0.7966804979253113
street,0.8169934640522876,0.9124087591240876,0.8169934640522876,0.8620689655172414
