class,acc,precision,recall,f1
conservative,0.6594202898550725,0.6148648648648649,0.6594202898550725,0.6363636363636364
dressy,0.9481481481481482,0.9624060150375939,0.9481481481481482,0.955223880597015
ethnic,0.9224806201550387,0.7880794701986755,0.9224806201550387,0.85
fairy,0.8671328671328671,0.9323308270676691,0.8671328671328671,0.8985507246376812
feminine,0.4380165289256198,0.9137931034482759,0.4380165289256198,0.5921787709497207
gal,0.7972027972027972,0.7450980392156863,0.7972027972027972,0.7702702702702703
girlish,0.7530120481927711,0.48638132295719844,0.7530120481927711,0.5910165484633569
kireime-casual,0.5886075949367089,0.7322834645669292,0.5886075949367089,0.6526315789473685
lolita,0.9245283018867925,0.9607843137254902,0.9245283018867925,0.9423076923076923
mode,0.8176100628930818,0.8280254777070064,0.8176100628930818,0.8227848101265823
natural,0.7209302325581395,0.8303571428571429,0.7209302325581395,0.7717842323651453
retro,0.7559055118110236,0.7218045112781954,0.7559055118110236,0.7384615384615384
rock,0.8264462809917356,0.7751937984496124,0.8264462809917356,0.8
street,0.7987012987012987,0.8913043478260869,0.7987012987012987,0.8424657534246576
