class,acc,precision,recall,f1
conservative,0.708029197080292,0.8016528925619835,0.708029197080292,0.751937984496124
dressy,0.9629629629629629,0.935251798561151,0.9629629629629629,0.948905109489051
ethnic,0.8294573643410853,0.8045112781954887,0.8294573643410853,0.816793893129771
fairy,0.965034965034965,0.9324324324324325,0.965034965034965,0.9484536082474226
feminine,0.8181818181818182,0.6827586206896552,0.8181818181818182,0.7443609022556391
gal,0.8251748251748252,0.8368794326241135,0.8251748251748252,0.8309859154929577
girlish,0.6927710843373494,0.7371794871794872,0.6927710843373494,0.7142857142857143
kireime-casual,0.6962025316455697,0.7142857142857143,0.6962025316455697,0.7051282051282052
lolita,0.9559748427672956,0.9440993788819876,0.9559748427672956,0.95
mode,0.8364779874213837,0.875,0.8364779874213837,0.8553054662379421
natural,0.7906976744186046,0.816,0.7906976744186046,0.8031496062992126
retro,0.7637795275590551,0.7886178861788617,0.7637795275590551,0.776
rock,0.9590163934426229,0.8125,0.9590163934426229,0.8796992481203008
street,0.8441558441558441,0.9285714285714286,0.8441558441558441,0.8843537414965986
